Soil quality,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
high,early rice,ERSC0055,2009,ERSC01,WS0901,24.72 ,30.53 ,20.59 ,2447.2,1457.2,527.6,523.5,1570.35,Paddy soils,,34.7 ,27.4 ,41 ,4.8 ,150 ,60 ,105 ,7257 
high,early rice,ERSC0058,2009,ERSC01,WS0901,24.79 ,30.61 ,20.64 ,2454.4,1464.4,527.5,532.4,1585.45,Paddy soils,,39.0 ,23.0 ,76 ,5.1 ,150 ,60 ,105 ,7950 
high,early rice,ERSC0059,2009,ERSC01,WS0901,24.55 ,30.41 ,20.36 ,2479.6,1469.6,525.9,530.1,1593.88,Paddy soils,,37.4 ,43.4 ,48 ,4.9 ,150 ,60 ,105 ,9624 
low,early rice,ERSC0060,2009,ERSC01,WS0901,24.02 ,29.84 ,19.86 ,2690.4,1570.4,550.1,567.6,1728.04,Paddy soils,,6.6 ,3.5 ,64 ,5.2 ,150 ,60 ,105 ,9567 
low,early rice,ERSC0062,2007,ERSC01,WS0877,23.77 ,28.99 ,20.32 ,2614.3,1514.3,1011.5,415.6,1459.63,Paddy soils,,31.7 ,10.8 ,45 ,5.1 ,165 ,60 ,105 ,8592 
high,early rice,ERSC0063,2007,ERSC01,WS0877,25.00 ,30.48 ,21.34 ,2649.6,1589.6,977.7,472.6,1534.33,Paddy soils,,38.6 ,24.0 ,103 ,5.0 ,165 ,60 ,105 ,8144 
high,early rice,ERSC0067,2007,ERSC01,WS0877,24.23 ,29.51 ,20.71 ,2713.2,1593.2,1013.5,455.2,1543.61,Paddy soils,,38.6 ,54.2 ,31 ,4.8 ,165 ,60 ,105 ,8070 
high,early rice,ERSC0590,2009,ERSC07,WS0553,25.99 ,30.33 ,22.72 ,2079.1,1279.1,475.8,531.7,1450.39,Paddy soils,,36.5 ,26.0 ,150 ,6.0 ,180 ,90 ,120 ,8115 
low,early rice,ERSC0591,2009,ERSC07,WS0553,25.77 ,30.16 ,22.37 ,2319.7,1419.7,501.9,613.9,1653.4,Paddy soils,,25.1 ,12.3 ,54 ,5.8 ,135 ,72 ,68 ,6945 
high,early rice,ERSC0595,2008,ERSC07,WS0553,26.11 ,30.64 ,22.59 ,2480.3,1530.3,457,596.8,1662.28,Paddy soils,,41.2 ,32.2 ,135 ,4.8 ,135 ,72 ,68 ,6435 
high,early rice,ERSC0597,2008,ERSC07,WS0553,26.17 ,30.65 ,22.66 ,2093.9,1293.9,380.9,492.3,1385.92,Paddy soils,,38.7 ,19.7 ,114 ,5.2 ,150 ,63 ,68 ,6434 
low,early rice,ERSC0599,2008,ERSC07,WS0553,26.17 ,30.65 ,22.66 ,2093.9,1293.9,380.9,492.3,1385.92,Paddy soils,,28.6 ,12.6 ,83 ,5.2 ,150 ,63 ,68 ,5481 
low,early rice,ERSC0600,2008,ERSC07,WS0553,26.17 ,30.65 ,22.66 ,2093.9,1293.9,380.9,492.3,1385.92,Paddy soils,,33.2 ,12.2 ,98 ,5.1 ,150 ,63 ,68 ,6027 
high,early rice,ERSC0601,2008,ERSC07,WS0553,26.17 ,30.65 ,22.66 ,2093.9,1293.9,380.9,492.3,1385.92,Paddy soils,,36.5 ,16.2 ,162 ,5.3 ,150 ,63 ,68 ,6354 
high,early rice,ERSC0602,2008,ERSC07,WS0553,26.17 ,30.65 ,22.66 ,2093.9,1293.9,380.9,492.3,1385.92,Paddy soils,,38.6 ,20.1 ,176 ,5.2 ,150 ,63 ,68 ,6635 
high,early rice,ERSC0603,2008,ERSC07,WS0553,26.06 ,30.56 ,22.49 ,2084.9,1284.9,380.9,494.8,1389.61,Paddy soils,,35.7 ,18.2 ,161 ,5.3 ,150 ,63 ,68 ,6234 
high,early rice,ERSC0604,2008,ERSC07,WS0553,26.06 ,30.56 ,22.49 ,2084.9,1284.9,380.9,494.8,1389.61,Paddy soils,,34.3 ,16.7 ,126 ,5.3 ,150 ,63 ,68 ,5888 
low,early rice,ERSC0605,2008,ERSC07,WS0553,25.96 ,30.46 ,22.40 ,2025.1,1245.1,380.5,481.3,1353.04,Paddy soils,,31.6 ,12.7 ,94 ,5.1 ,150 ,63 ,68 ,5471 
low,early rice,ERSC0610,2009,ERSC07,WS0554,22.89 ,28.40 ,18.85 ,1853.9,1043.9,548.5,462.6,1332.98,Paddy soils,,27.1 ,9.4 ,81 ,5.8 ,195 ,72 ,113 ,7388 
high,early rice,ERSC0615,2008,ERSC07,WS0550,24.78 ,29.55 ,21.14 ,2255.2,1345.2,267.3,539.9,1537.71,Paddy soils,,37.6 ,17.6 ,52 ,5.2 ,165 ,60 ,120 ,6438 
low,early rice,ERSC0618,2009,ERSC07,WS0550,25.48 ,30.12 ,21.99 ,2343.8,1423.8,336,623.9,1684.54,Paddy soils,,31.9 ,8.1 ,72 ,5.7 ,165 ,62 ,60 ,7194 
high,early rice,ERSC0620,2005,ERSC07,WS0550,25.71 ,29.77 ,22.60 ,2160,1320,512.3,503.8,1431.79,Paddy soils,,45.3 ,18.0 ,78 ,5.8 ,165 ,60 ,90 ,5984 
low,early rice,ERSC0626,2005,ERSC07,WS0550,25.15 ,29.26 ,22.08 ,1936.7,1166.7,496.2,450,1292.1,Paddy soils,,33.3 ,13.8 ,93 ,4.5 ,165 ,60 ,90 ,6500 
low,early rice,ERSC0638,2010,ERSC07,WS0586,24.26 ,28.31 ,21.31 ,1916.6,1126.6,762.9,278.1,1028.69,Paddy soils,,25.9 ,2.0 ,237 ,6.4 ,135 ,72 ,68 ,6755 
high,early rice,ERSC0639,2010,ERSC07,WS0586,24.26 ,28.31 ,21.31 ,1916.6,1126.6,762.9,278.1,1028.69,Paddy soils,,48.9 ,57.6 ,258 ,7.0 ,135 ,72 ,68 ,7140 
low,early rice,ERSC0641,2010,ERSC07,WS0586,24.26 ,28.31 ,21.31 ,1916.6,1126.6,762.9,278.1,1028.69,Paddy soils,,30.8 ,3.0 ,85 ,5.2 ,165 ,90 ,90 ,6330 
low,early rice,ERSC0654,2009,ERSC07,WS0584,24.90 ,29.73 ,21.29 ,1942.4,1162.4,448.4,439.4,1285.53,Paddy soils,,28.8 ,7.4 ,87 ,5.1 ,135 ,72 ,68 ,6099 
high,early rice,ERSC0655,2009,ERSC07,WS0584,25.13 ,30.02 ,21.45 ,1909.8,1149.8,428.6,439.4,1271.57,Paddy soils,,37.4 ,27.3 ,156 ,4.8 ,135 ,72 ,68 ,6381 
high,early rice,ERSC0682,2007,ERSC07,WS0549,25.21 ,29.49 ,21.72 ,1941.4,1171.4,232.6,356.2,1139.13,Paddy soils,,46.7 ,31.2 ,142 ,5.4 ,135 ,72 ,68 ,5370 
high,early rice,ERSC0683,2007,ERSC07,WS0549,25.85 ,30.09 ,22.36 ,1938.8,1188.8,197,363.1,1137.65,Paddy soils,,34.1 ,30.9 ,127 ,5.4 ,165 ,90 ,90 ,6030 
high,early rice,ERSC0687,2007,ERSC07,WS0549,25.47 ,29.72 ,21.95 ,1859.1,1129.1,197,341.3,1087,Paddy soils,,48.1 ,29.8 ,130 ,5.4 ,165 ,90 ,90 ,6930 
low,early rice,ERSC0691,2007,ERSC07,WS0266,23.21 ,27.74 ,19.53 ,2158.9,1228.9,252.7,403.8,1313.21,Paddy soils,,32.6 ,8.7 ,132 ,4.9 ,135 ,72 ,68 ,6240 
low,early rice,ERSC0692,2007,ERSC07,WS0266,23.21 ,27.74 ,19.53 ,2158.9,1228.9,252.7,403.8,1313.21,Paddy soils,,29.4 ,12.8 ,154 ,5.3 ,135 ,72 ,68 ,6735 
low,early rice,ERSC0694,2007,ERSC07,WS0266,25.78 ,30.02 ,22.28 ,1985,1215,202.1,370.1,1163.21,Paddy soils,,30.1 ,9.1 ,83 ,4.7 ,135 ,72 ,68 ,6390 
high,early rice,ERSC0695,2007,ERSC07,WS0549,25.91 ,30.10 ,22.46 ,1994.8,1224.8,209.7,363.1,1152.26,Paddy soils,,50.6 ,32.0 ,118 ,5.4 ,135 ,72 ,68 ,6210 
high,early rice,ERSC0703,2007,ERSC07,WS0547,25.20 ,30.46 ,20.97 ,2167.2,1307.2,532.1,481.4,1409.59,Paddy soils,,49.5 ,25.0 ,50 ,7.5 ,150 ,70 ,80 ,7253 
low,early rice,ERSC0709,2007,ERSC07,WS0545,25.32 ,30.30 ,21.67 ,2126.8,1286.8,361.6,349.6,1180.32,Paddy soils,,27.9 ,5.6 ,43 ,4.5 ,120 ,45 ,90 ,4944 
high,early rice,ERSC0710,2007,ERSC07,WS0545,25.32 ,30.30 ,21.67 ,2126.8,1286.8,361.6,349.6,1180.32,Paddy soils,,35.9 ,29.9 ,94 ,5.5 ,120 ,45 ,90 ,5670 
low,early rice,ERSC0715,2009,ERSC07,WS0517,24.24 ,27.64 ,21.69 ,2157.5,1267.5,447.5,543.5,1526.84,Paddy soils,,11.4 ,11.7 ,134 ,8.0 ,135 ,75 ,75 ,6528 
low,early rice,ERSC0716,2009,ERSC07,WS0517,25.68 ,29.01 ,23.11 ,2157.2,1317.2,310.9,570.7,1540.92,Paddy soils,,21.2 ,11.3 ,196 ,8.2 ,135 ,75 ,75 ,6525 
low,early rice,ERSC0717,2009,ERSC07,WS0518,24.31 ,29.13 ,20.64 ,1993.4,1173.4,427.4,442.4,1313.35,Paddy soils,,31.5 ,15.1 ,160 ,6.1 ,135 ,72 ,68 ,4995 
low,early rice,ERSC0718,2010,ERSC07,WS0518,23.58 ,27.95 ,20.28 ,1980.9,1140.9,817.3,347.7,1175.06,Paddy soils,,28.6 ,12.1 ,153 ,5.9 ,135 ,53 ,60 ,5406 
low,early rice,ERSC0719,2009,ERSC07,WS0518,24.31 ,29.13 ,20.64 ,1993.4,1173.4,427.4,442.4,1313.35,Paddy soils,,30.7 ,14.2 ,118 ,7.1 ,135 ,72 ,68 ,6102 
low,early rice,ERSC0720,2008,ERSC07,WS0518,24.70 ,29.64 ,20.86 ,1975.7,1175.7,461.5,430.5,1281.43,Paddy soils,,30.7 ,12.3 ,106 ,6.5 ,135 ,72 ,68 ,6740 
low,early rice,ERSC0721,2009,ERSC07,WS0518,24.39 ,29.14 ,20.81 ,1877.7,1107.7,385.1,400.9,1211.86,Paddy soils,,28.6 ,12.8 ,105 ,7.0 ,135 ,72 ,68 ,6585 
high,early rice,ERSC0724,2008,ERSC07,WS0518,24.70 ,29.64 ,20.86 ,1975.7,1175.7,461.5,430.5,1281.43,Paddy soils,,38.4 ,17.4 ,126 ,6.2 ,135 ,72 ,68 ,6690 
high,early rice,ERSC0726,2009,ERSC07,WS0551,25.00 ,29.77 ,21.36 ,1849.8,1109.8,314.1,447.6,1268.03,Paddy soils,,36.7 ,18.2 ,73 ,5.2 ,135 ,72 ,68 ,6273 
high,early rice,ERSC0727,2010,ERSC07,WS0551,23.96 ,28.25 ,20.63 ,2060.4,1200.4,698.9,393.9,1265.12,Paddy soils,,35.4 ,21.4 ,126 ,5.1 ,135 ,72 ,68 ,6855 
high,early rice,ERSC0729,2007,ERSC07,WS0551,25.54 ,30.46 ,21.83 ,1966.2,1196.2,242,475.4,1333.95,Paddy soils,,41.7 ,16.5 ,97 ,6.1 ,135 ,72 ,68 ,6789 
low,early rice,ERSC0730,2007,ERSC07,WS0551,25.80 ,30.71 ,22.09 ,1831.6,1121.6,231.3,437.9,1230.82,Paddy soils,,32.3 ,10.7 ,95 ,5.2 ,135 ,72 ,68 ,6276 
low,early rice,ERSC0733,2007,ERSC07,WS0551,26.13 ,30.92 ,22.54 ,2064,1274,349.1,471.6,1344.18,Paddy soils,,33.7 ,12.8 ,127 ,5.2 ,135 ,72 ,68 ,6363 
low,early rice,ERSC0734,2010,ERSC07,WS0517,24.83 ,27.83 ,22.62 ,1937.1,1157.1,658,390.4,1205.87,Paddy soils,,29.4 ,15.4 ,68 ,5.3 ,141 ,36 ,90 ,6752 
high,early rice,ERSC0740,2009,ERSC07,WS0552,26.12 ,31.70 ,21.96 ,2063.7,1273.7,422.7,494.2,1382.88,Paddy soils,,41.6 ,24.2 ,97 ,5.0 ,165 ,90 ,90 ,4872 
low,early rice,ERSC0741,2009,ERSC07,WS0552,26.12 ,31.82 ,21.89 ,1933.1,1193.1,321.5,482.4,1327.75,Paddy soils,,31.8 ,10.6 ,85 ,4.8 ,180 ,75 ,90 ,5885 
low,early rice,ERSC0742,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,29.8 ,10.1 ,82 ,4.9 ,165 ,75 ,75 ,6890 
high,early rice,ERSC0744,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,42.2 ,30.0 ,140 ,5.3 ,150 ,36 ,75 ,7154 
high,early rice,ERSC0745,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,37.9 ,29.7 ,108 ,4.9 ,150 ,36 ,75 ,7223 
high,early rice,ERSC0746,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,34.5 ,26.3 ,147 ,5.1 ,150 ,36 ,75 ,6846 
high,early rice,ERSC0747,2010,ERSC07,WS0548,23.99 ,27.73 ,21.18 ,2255.5,1315.5,660,456.5,1423.74,Paddy soils,,57.9 ,23.7 ,91 ,6.4 ,150 ,90 ,90 ,6657 
high,early rice,ERSC0770,2008,ERSC07,WS0579,24.79 ,29.79 ,20.47 ,1958.2,1168.2,267.8,497.9,1387.25,Paddy soils,,36.6 ,16.5 ,68 ,6.2 ,135 ,72 ,68 ,8042 
high,early rice,ERSC0771,2009,ERSC07,WS0579,25.25 ,30.12 ,21.30 ,2246.9,1356.9,458.3,531.5,1515.32,Paddy soils,,45.4 ,26.2 ,54 ,6.2 ,135 ,72 ,68 ,7205 
low,early rice,ERSC0775,2008,ERSC07,WS0587,24.54 ,29.66 ,20.66 ,1914,1134,304.7,444.8,1293.79,Paddy soils,,28.9 ,5.4 ,76 ,5.3 ,150 ,60 ,90 ,7209 
high,early rice,ERSC0776,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,34.3 ,17.6 ,94 ,5.5 ,135 ,72 ,68 ,7253 
high,early rice,ERSC0777,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,44.3 ,23.4 ,105 ,5.9 ,135 ,72 ,68 ,7320 
low,early rice,ERSC0778,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,17.8 ,13.8 ,76 ,5.7 ,135 ,72 ,68 ,6965 
low,early rice,ERSC0788,2009,ERSC07,WS0625,24.97 ,29.75 ,21.53 ,1972.3,1182.3,416,379.5,1193.89,Paddy soils,,31.1 ,4.5 ,108 ,5.3 ,135 ,72 ,68 ,6503 
low,early rice,ERSC0789,2007,ERSC07,WS0625,26.52 ,31.64 ,22.87 ,2599.1,1619.1,359.9,580,1657.55,Paddy soils,,26.1 ,4.1 ,60 ,6.1 ,135 ,72 ,68 ,6761 
low,early rice,ERSC0791,2007,ERSC07,WS0625,26.07 ,31.15 ,22.48 ,2164,1334,329.5,455.7,1347.72,Paddy soils,,29.0 ,2.8 ,77 ,6.7 ,135 ,72 ,68 ,8385 
low,early rice,ERSC0793,2006,ERSC07,WS0622,25.81 ,29.94 ,22.43 ,2090.7,1280.7,561.4,391.8,1229.3,Paddy soils,,25.1 ,4.4 ,52 ,5.6 ,135 ,72 ,66 ,7362 
low,early rice,ERSC0794,2007,ERSC07,WS0622,26.74 ,31.60 ,23.21 ,2192.8,1372.8,304,453.9,1338.29,Paddy soils,,23.9 ,7.5 ,98 ,5.9 ,135 ,72 ,66 ,5787 
low,early rice,ERSC0795,2007,ERSC07,WS0622,27.15 ,32.12 ,23.56 ,2063.3,1303.3,257,425.6,1249.63,Paddy soils,,26.8 ,4.9 ,168 ,6.3 ,135 ,72 ,66 ,7473 
low,early rice,ERSC0800,2009,ERSC07,WS0589,25.62 ,30.49 ,21.94 ,2459.1,1499.1,549.6,548.8,1590.42,Paddy soils,,28.2 ,9.8 ,98 ,5.7 ,135 ,72 ,68 ,6153 
low,early rice,ERSC0801,2009,ERSC07,WS0589,25.54 ,30.42 ,21.85 ,2375.4,1445.4,549.6,531.6,1541.14,Paddy soils,,32.1 ,10.8 ,94 ,5.6 ,135 ,72 ,68 ,6635 
low,early rice,ERSC0805,2009,ERSC07,WS0589,25.28 ,30.18 ,21.65 ,2225,1345,540.5,486.4,1431.54,Paddy soils,,31.2 ,14.6 ,102 ,5.9 ,135 ,72 ,68 ,6768 
low,early rice,ERSC0807,2007,ERSC07,WS0589,26.05 ,31.16 ,22.08 ,2292.3,1412.3,313.9,488.6,1435.24,Paddy soils,,28.5 ,12.9 ,100 ,5.9 ,135 ,72 ,68 ,6609 
high,early rice,ERSC0812,2009,ERSC07,WS0624,25.04 ,29.34 ,21.80 ,1878,1128,389,340.5,1101.74,Paddy soils,,56.2 ,19.8 ,47 ,5.5 ,135 ,72 ,68 ,6303 
high,early rice,ERSC0813,2009,ERSC07,WS0624,25.10 ,29.43 ,21.86 ,1907.9,1147.9,389,347,1119.65,Paddy soils,,56.4 ,18.3 ,67 ,7.8 ,135 ,72 ,68 ,6170 
low,early rice,ERSC0818,2009,ERSC07,WS0621,24.78 ,29.06 ,21.46 ,2403.8,1433.8,526.2,469,1463.56,Paddy soils,,14.3 ,13.6 ,163 ,6.2 ,135 ,72 ,68 ,7187 
high,early rice,ERSC0825,2006,ERSC07,WS0626,27.31 ,32.15 ,23.61 ,2430.6,1540.6,241.8,634.8,1685.7,Paddy soils,,46.7 ,16.8 ,89 ,6.4 ,117 ,57 ,54 ,7691 
high,early rice,ERSC0826,2006,ERSC07,WS0626,27.23 ,32.08 ,23.53 ,2450.9,1550.9,242.3,638,1697.89,Paddy soils,,45.5 ,20.5 ,94 ,6.9 ,114 ,59 ,56 ,6935 
high,early rice,ERSC0827,2006,ERSC07,WS0626,26.87 ,31.68 ,23.22 ,2418,1518,249.6,624.9,1675.94,Paddy soils,,47.0 ,18.2 ,60 ,6.0 ,102 ,50 ,65 ,6995 
high,early rice,ERSC0828,2007,ERSC07,WS0626,27.48 ,32.35 ,23.74 ,2446,1556,238.9,646,1704.25,Paddy soils,,46.5 ,16.2 ,80 ,6.5 ,132 ,61 ,58 ,8501 
high,early rice,ERSC0829,2007,ERSC07,WS0626,27.43 ,32.28 ,23.69 ,2413.6,1533.6,238.9,634.8,1678.75,Paddy soils,,35.3 ,18.8 ,77 ,6.4 ,131 ,64 ,62 ,8550 
high,early rice,ERSC0830,2007,ERSC07,WS0626,27.07 ,31.92 ,23.38 ,2436.4,1536.4,242.3,636.7,1695.54,Paddy soils,,47.2 ,15.8 ,93 ,6.5 ,133 ,57 ,49 ,7451 
high,early rice,ERSC0833,2006,ERSC07,WS0580,25.58 ,29.96 ,22.21 ,2149.1,1309.1,513.1,509.3,1444.01,Paddy soils,,71.0 ,18.3 ,99 ,7.8 ,138 ,72 ,66 ,6765 
high,early rice,ERSC0834,2007,ERSC07,WS0580,25.79 ,30.58 ,22.24 ,2011.9,1231.9,260.5,507.5,1397.72,Paddy soils,,51.2 ,15.5 ,92 ,6.6 ,150 ,72 ,68 ,6116 
low,early rice,ERSC0836,2006,ERSC07,WS0580,25.58 ,29.92 ,22.21 ,2097.2,1277.2,481.2,493.4,1403.8,Paddy soils,,31.7 ,11.0 ,89 ,6.3 ,138 ,72 ,66 ,6053 
low,early rice,ERSC0842,2006,ERSC07,WS0581,24.89 ,29.24 ,21.75 ,2140.5,1280.5,579.6,467.4,1389.16,Paddy soils,,31.3 ,10.1 ,32 ,6.4 ,135 ,72 ,68 ,5636 
high,early rice,ERSC0846,2010,ERSC07,WS0576,23.05 ,27.27 ,20.01 ,2236.2,1266.2,658.9,373.2,1310.06,Paddy soils,,39.2 ,61.7 ,69 ,5.3 ,203 ,50 ,100 ,8288 
low,early rice,ERSC0851,2010,ERSC07,WS0576,23.10 ,27.40 ,19.97 ,2425.4,1378,687,433,1464.07,Paddy soils,,30.2 ,8.4 ,25 ,6.0 ,203 ,50 ,100 ,9386 
low,early rice,ERSC0853,2007,ERSC07,WS0615,22.86 ,28.09 ,19.05 ,2240.5,1262.7,421.7,528,1556.85,Paddy soils,,24.5 ,12.5 ,46 ,5.6 ,135 ,72 ,68 ,6461 
low,early rice,ERSC0860,2007,ERSC07,WS0583,25.20 ,29.45 ,22.01 ,2192.4,1322.4,709.8,452.8,1371.5,Paddy soils,,30.7 ,15.0 ,79 ,5.7 ,135 ,72 ,68 ,7548 
low,early rice,ERSC0872,2007,ERSC07,WS0582,25.17 ,30.01 ,21.00 ,2089.2,1259.2,377.2,417.2,1285.46,Paddy soils,,30.2 ,15.0 ,83 ,6.7 ,135 ,72 ,66 ,6845 
low,early rice,ERSC0874,2010,ERSC07,WS0582,24.00 ,28.71 ,20.52 ,2040.2,1190.2,492.8,373.9,1228.66,Paddy soils,,21.2 ,10.6 ,148 ,5.8 ,134 ,72 ,65 ,7296 
low,early rice,ERSC0880,2009,ERSC07,WS0630,26.06 ,31.36 ,22.05 ,2059.1,1269.1,490.9,404.8,1237.32,Paddy soils,,14.6 ,14.9 ,27 ,5.6 ,135 ,72 ,68 ,6320 
high,early rice,ERSC0892,2009,ERSC07,WS0627,25.87 ,30.77 ,22.05 ,2380,1460,373.8,512.828,1497.01,Paddy soils,,40.2 ,24.5 ,67 ,4.9 ,135 ,72 ,68 ,7646 
high,early rice,ERSC0893,2009,ERSC07,WS0627,25.95 ,30.84 ,22.18 ,2439.6,1499.6,373.8,520.128,1523.28,Paddy soils,,43.8 ,20.4 ,118 ,4.9 ,135 ,72 ,68 ,7083 
low,early rice,ERSC0899,2008,ERSC07,WS0658,23.26 ,27.30 ,20.39 ,1953.8,1113.8,703.5,444.1,1337.64,Paddy soils,,33.7 ,7.8 ,50 ,5.4 ,203 ,108 ,270 ,7001 
low,early rice,ERSC0915,2009,ERSC07,WS0653,26.05 ,30.76 ,22.55 ,2136.3,1316.3,610.3,496.3,1408.9,Paddy soils,,32.0 ,9.6 ,94 ,6.8 ,135 ,72 ,68 ,7905 
low,early rice,ERSC0919,2009,ERSC07,WS0653,26.31 ,30.97 ,22.87 ,2183.7,1353.7,617,493,1410.68,Paddy soils,,32.5 ,6.8 ,84 ,8.0 ,135 ,72 ,68 ,6251 
high,early rice,ERSC0930,2008,ERSC07,WS0618,24.51 ,29.11 ,20.98 ,1789.2,1059.2,361.6,318.9,1051.18,Paddy soils,,36.9 ,30.9 ,165 ,5.0 ,135 ,68 ,72 ,7806 
high,early rice,ERSC0931,2008,ERSC07,WS0618,24.51 ,29.11 ,20.98 ,1789.2,1059.2,361.6,318.9,1051.18,Paddy soils,,46.7 ,19.3 ,72 ,5.0 ,135 ,68 ,72 ,7896 
high,early rice,ERSC0932,2008,ERSC07,WS0618,24.51 ,29.11 ,20.98 ,1789.2,1059.2,361.6,318.9,1051.18,Paddy soils,,35.4 ,30.5 ,152 ,5.1 ,135 ,68 ,72 ,7728 
high,early rice,ERSC0937,2010,ERSC07,WS0619,25.68 ,29.82 ,22.83 ,2388.1,1458.1,698.8,430.5,1378.54,Paddy soils,,40.1 ,25.5 ,92 ,5.4 ,135 ,72 ,68 ,7238 
low,early rice,ERSC0940,2009,ERSC07,WS0619,25.49 ,29.74 ,22.37 ,2497.7,1517.7,487.5,525.5,1569.48,Paddy soils,,31.1 ,12.0 ,68 ,6.7 ,135 ,72 ,68 ,7203 
low,early rice,ERSC0944,2008,ERSC07,WS0619,25.86 ,30.24 ,22.69 ,2533.8,1553.8,415.3,570,1642.85,Paddy soils,,23.6 ,7.6 ,91 ,5.4 ,135 ,72 ,68 ,6687 
low,early rice,ERSC0946,2008,ERSC07,WS0619,25.86 ,30.24 ,22.69 ,2533.8,1553.8,415.3,570,1642.85,Paddy soils,,22.6 ,13.7 ,91 ,5.4 ,135 ,72 ,68 ,7271 
low,early rice,ERSC0947,2008,ERSC07,WS0649,26.74 ,30.88 ,23.74 ,2005.2,1255.2,319.4,436.5,1260.8,Paddy soils,,29.8 ,8.5 ,160 ,5.6 ,135 ,72 ,68 ,6702 
high,early rice,ERSC0948,2009,ERSC07,WS0649,26.25 ,31.08 ,22.76 ,2099.9,1299.9,627.8,411.4,1254.7,Paddy soils,,41.0 ,52.8 ,86 ,4.5 ,144 ,63 ,72 ,7010 
low,early rice,ERSC0949,2009,ERSC07,WS0649,26.07 ,30.87 ,22.63 ,2138.1,1318.1,682.3,411.2,1269.35,Paddy soils,,30.0 ,13.8 ,68 ,5.2 ,144 ,63 ,72 ,6528 
high,early rice,ERSC0951,2009,ERSC07,WS0649,26.16 ,31.02 ,22.69 ,2145.1,1325.1,682.4,414.5,1274.34,Paddy soils,,60.5 ,23.8 ,70 ,7.9 ,144 ,63 ,72 ,7838 
high,early rice,ERSC0952,2008,ERSC07,WS0649,26.17 ,30.83 ,22.63 ,1805.7,1115.7,402.1,340.3,1059.99,Paddy soils,,61.0 ,25.7 ,64 ,4.5 ,135 ,72 ,68 ,6770 
high,early rice,ERSC0953,2008,ERSC07,WS0649,25.72 ,30.54 ,22.02 ,2288.9,1398.9,470.7,455.7,1392.17,Paddy soils,,59.5 ,29.0 ,58 ,5.3 ,135 ,72 ,68 ,9338 
low,early rice,ERSC0958,2009,ERSC07,WS0650,26.40 ,30.91 ,23.13 ,2058.9,1278.9,619.2,390.9,1207.19,Paddy soils,,25.8 ,4.2 ,36 ,6.5 ,135 ,72 ,68 ,5297 
low,early rice,ERSC0959,2009,ERSC07,WS0650,26.36 ,30.86 ,23.11 ,2082.1,1292.1,619.4,390.9,1214.27,Paddy soils,,21.8 ,3.6 ,48 ,7.0 ,135 ,72 ,68 ,4395 
low,early rice,ERSC0960,2009,ERSC07,WS0650,26.64 ,31.16 ,23.38 ,2477.5,1547.5,776.6,476.4,1453.97,Paddy soils,,24.6 ,6.9 ,52 ,6.2 ,135 ,72 ,68 ,6300 
high,early rice,ERSC0965,2008,ERSC07,WS0550,25.86 ,30.52 ,22.25 ,2172,1332,307,501.6,1429.91,Paddy soils,,73.2 ,17.6 ,139 ,7.3 ,135 ,68 ,75 ,9900 
low,early rice,ERSC0966,2008,ERSC07,WS0550,26.25 ,30.79 ,22.77 ,2152.4,1332.4,305.1,474.6,1372.82,Paddy soils,,33.5 ,14.7 ,98 ,6.3 ,135 ,68 ,75 ,6743 
high,early rice,ERSC0968,2009,ERSC07,WS0550,26.44 ,31.15 ,22.92 ,2141.9,1331.9,278.6,587,1548.81,Paddy soils,,38.8 ,19.8 ,61 ,5.9 ,150 ,83 ,75 ,7067 
low,early rice,ERSC0970,2008,ERSC07,WS0550,25.74 ,30.56 ,22.23 ,2213.9,1353.9,466.9,476.9,1405.77,Paddy soils,,33.6 ,12.1 ,105 ,7.5 ,166 ,75 ,75 ,8604 
high,early rice,ERSC0972,2009,ERSC07,WS0651,25.50 ,30.37 ,21.95 ,2065.9,1255.9,564.1,402.4,1247.13,Paddy soils,,41.0 ,19.5 ,127 ,7.7 ,150 ,75 ,75 ,8129 
high,early rice,ERSC0973,2010,ERSC07,WS0651,25.32 ,29.57 ,22.24 ,1950,1180,678.6,285.9,1027.54,Paddy soils,,50.7 ,16.2 ,77 ,8.0 ,150 ,75 ,75 ,7175 
