Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
138,M-NCP,MNCP0138,2008,MNCP01,medium_maturity,24.5,29.7,20.2,2700.2,1600.2,458,647.9,1691.6,Cinnamon soils,loam,25.1,32,118,7.9,225,105,105,9210
139,M-NCP,MNCP0139,2008,MNCP01,medium_maturity,24.8,29.8,20.6,2630.2,1570.2,458,617.7,1634.1,Cinnamon soils,loamy sand,15.6,12,87,8.1,195,83,75,7845
140,M-NCP,MNCP0140,2008,MNCP01,medium_maturity,24.6,29.7,20.3,2656.2,1576.2,440.8,648.7,1672.5,Cinnamon soils,loam,17.9,35,102,8.2,225,105,105,8130
141,M-NCP,MNCP0141,2008,MNCP01,medium_maturity,24.7,29.8,20.5,2623.2,1563.2,458,619.3,1632,Cinnamon soils,loam,15.8,30,90,7.8,195,83,75,8055
142,M-NCP,MNCP0142,2008,MNCP01,medium_maturity,24.5,29.7,20.2,2700.2,1600.2,458,647.9,1691.6,Cinnamon soils,loam,16.1,17,82,8.3,165,83,60,7950
143,M-NCP,MNCP0143,2009,MNCP01,medium_maturity,24.7,30.3,20,2520.5,1500.5,381,772.2,1839.3,Cinnamon soils,loamy sand,19.7,24.4,77,8,225,60,150,7769
144,M-NCP,MNCP0144,2009,MNCP01,medium_maturity,24.7,30.3,20,2520.5,1500.5,381,772.2,1839.3,Fluvo-aquic soils,loam,19.4,22.7,65,8.6,225,60,150,8678
145,M-NCP,MNCP0145,2006,MNCP01,medium_maturity,25.1,30.7,20.8,2638.6,1588.6,346.9,657.4,1697.5,Fluvo-aquic soils,loam,14,24.3,92,7.8,315,180,120,7617
146,M-NCP,MNCP0146,2006,MNCP01,medium_maturity,25.1,30.5,20.7,2630.7,1580.7,335,655.4,1687.6,Fluvo-aquic soils,loam,15,21,100,7.9,225,105,105,8867
147,M-NCP,MNCP0147,2009,MNCP01,medium_maturity,24.8,30,20.5,2607.2,1557.2,684,788,1895.7,Fluvo-aquic soils,loam,9,17.2,119,8.2,135,60,90,6458
148,M-NCP,MNCP0148,2009,MNCP01,medium_maturity,24.6,29.8,20.4,2711.3,1611.3,684,810.4,1949.4,Fluvo-aquic soils,loam,15,15,76,8.2,195,83,75,8780
149,M-NCP,MNCP0149,2010,MNCP01,medium_maturity,25.7,30.6,21.7,2699,1649,415.7,553.9,1543.2,Fluvo-aquic soils,loam,15,13.1,112,8.3,135,60,90,7116
150,M-NCP,MNCP0150,2009,MNCP01,medium_maturity,25.1,30.4,20.7,2389.1,1439.1,532.2,710.2,1739.8,Fluvo-aquic soils,loam,10.5,20.9,164,8.4,225,150,150,8790
151,M-NCP,MNCP0151,2009,MNCP01,medium_maturity,25.1,30.3,20.7,2361.3,1421.3,532.2,700.9,1717.6,Fluvo-aquic soils,loamy sand,14.7,12.1,173,8.1,225,150,150,8670
152,M-NCP,MNCP0152,2009,MNCP01,medium_maturity,25.2,30.3,20.9,2717.8,1637.8,637.3,729.5,1843.2,Fluvo-aquic soils,loam,15,40.2,69,7.5,225,60,120,10023
153,M-NCP,MNCP0153,2009,MNCP01,medium_maturity,25.2,30.3,20.9,2717.8,1637.8,637.3,729.5,1843.2,Fluvo-aquic soils,loam,14.5,16.3,85,7.4,225,60,150,10793
154,M-NCP,MNCP0154,2009,MNCP01,medium_maturity,25.2,30.3,20.9,2717.8,1637.8,637.3,729.5,1843.2,Fluvo-aquic soils,loam,11.1,14,109,7.6,225,60,150,9194
155,M-NCP,MNCP0155,2009,MNCP01,medium_maturity,25.1,30.2,20.9,2635.2,1585.2,637.3,692,1761.6,Fluvo-aquic soils,loam,16.2,14.8,148,7.4,225,60,90,9623
156,M-NCP,MNCP0156,2009,MNCP01,late_maturity,25.1,30.2,20.9,2635.2,1585.2,637.3,692,1761.6,Fluvo-aquic soils,loam,16.9,10.7,137,7.8,225,60,150,9750
157,M-NCP,MNCP0157,2009,MNCP01,medium_maturity,25.1,30.2,20.9,2635.2,1585.2,637.3,692,1761.6,Fluvo-aquic soils,loam,15.9,17,128,7.7,225,60,150,10301
158,M-NCP,MNCP0158,2009,MNCP01,late_maturity,25.1,30.2,20.9,2635.2,1585.2,637.3,692,1761.6,Fluvo-aquic soils,loam,13.4,12.5,123,7.7,225,60,150,10301
159,M-NCP,MNCP0159,2009,MNCP01,medium_maturity,25,30.1,20.9,2580.1,1550.1,637,671.1,1713.7,Fluvo-aquic soils,loam,22.1,27.8,194,7.3,225,60,120,10473
160,M-NCP,MNCP0160,2009,MNCP01,medium_maturity,25,30.1,20.9,2580.1,1550.1,637,671.1,1713.7,Fluvo-aquic soils,loam,16.9,27.6,108,7.5,225,60,150,9896
161,M-NCP,MNCP0161,2009,MNCP01,early_maturity,25,30.1,20.9,2580.1,1550.1,637,671.1,1713.7,Fluvo-aquic soils,loam,16.9,39.2,117,7.5,225,60,150,9300
162,M-NCP,MNCP0162,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,15.2,23,143,8.1,180,60,120,6402
163,M-NCP,MNCP0163,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,15,10.4,142,8.3,180,60,120,6648
164,M-NCP,MNCP0164,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,9.9,20,103,8.4,180,60,120,6489
165,M-NCP,MNCP0165,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,12.7,21,96,8.4,135,60,90,5838
166,M-NCP,MNCP0166,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,12.4,28,167,8.1,225,60,150,6659
167,M-NCP,MNCP0167,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,14.6,34.3,126,8.1,225,60,180,6594
168,M-NCP,MNCP0168,2007,MNCP01,medium_maturity,24.9,30,20.7,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loamy sand,11.3,11.4,169,8.2,135,60,90,5891
169,M-NCP,MNCP0169,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loam,16,14.5,145,8.3,180,60,120,6648
170,M-NCP,MNCP0170,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loamy sand,13.6,34.6,159,8.4,135,60,90,6858
171,M-NCP,MNCP0171,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loam,11.2,19.8,108,8.2,180,60,120,6489
172,M-NCP,MNCP0172,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loam,8.9,19.2,113,8.2,135,60,90,5838
173,M-NCP,MNCP0173,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loam,13.1,29.5,157,8.1,225,60,180,6659
174,M-NCP,MNCP0174,2008,MNCP01,medium_maturity,24.5,29.5,20.3,2698.8,1598.8,346.9,762.2,1871.2,Fluvo-aquic soils,loam,12.1,12.3,148,8.2,180,60,120,5891
175,M-NCP,MNCP0175,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loam,11.4,15.4,144,8.1,180,60,120,6896
176,M-NCP,MNCP0176,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loamy sand,16.6,23,129,8.1,180,60,120,7352
177,M-NCP,MNCP0177,2010,MNCP01,medium_maturity,25.3,30.3,21.2,2812.1,1702.1,399.3,546.9,1562,Fluvo-aquic soils,loam,11.4,16.8,132,8,135,60,90,6983
178,M-NCP,MNCP0178,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loam,13.5,10.2,179,8.1,225,60,180,6332
179,M-NCP,MNCP0179,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loam,13.5,18.4,209,8.2,135,60,90,7152
180,M-NCP,MNCP0180,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loam,20.7,13.9,122,8,225,60,150,6384
181,M-NCP,MNCP0181,2009,MNCP01,medium_maturity,24.8,29.9,20.6,2753.5,1643.5,602.8,744.7,1857.9,Fluvo-aquic soils,loam,17.6,25.4,148,8.1,195,180,105,7088
182,M-NCP,MNCP0182,2006,MNCP01,medium_maturity,24.8,30.3,20.2,2732.4,1632.4,227.2,665.8,1702.5,Fluvo-aquic soils,loam,14.7,19.1,85,8.3,225,60,150,9267
183,M-NCP,MNCP0183,2006,MNCP01,medium_maturity,24.2,29.7,19.7,2930.2,1720.2,227.2,711.6,1800.5,Fluvo-aquic soils,loam,14.2,4.5,43,8.3,225,60,150,9071
184,M-NCP,MNCP0184,2006,MNCP01,medium_maturity,24.9,30.3,20.4,2593.1,1553.1,227.2,609.8,1590.6,Fluvo-aquic soils,loam,16.7,8.3,57,8.3,135,60,90,8468
185,M-NCP,MNCP0185,2006,MNCP01,medium_maturity,25.1,30.4,20.5,2656.1,1596.1,227.2,634.1,1648.9,Fluvo-aquic soils,loam,14.2,10.3,57,8.2,135,60,90,7226
186,M-NCP,MNCP0186,2006,MNCP01,medium_maturity,25,30.3,20.4,2648.4,1588.4,227.2,631.6,1639.9,Fluvo-aquic soils,loam,10.9,7.3,71,8.3,180,60,120,8034
187,M-NCP,MNCP0187,2006,MNCP01,medium_maturity,25,30.3,20.4,2648.4,1588.4,227.2,631.6,1639.9,Fluvo-aquic soils,loamy sand,20.2,22.8,78,8.2,180,60,120,8939
188,M-NCP,MNCP0188,2006,MNCP01,medium_maturity,25.1,30.4,20.5,2656.1,1596.1,227.2,634.1,1648.9,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,7976
189,M-NCP,MNCP0189,2006,MNCP01,medium_maturity,25.1,30.4,20.5,2656.1,1596.1,227.2,634.1,1648.9,Fluvo-aquic soils,loam,11.2,8.3,75,8.2,180,60,120,8981
190,M-NCP,MNCP0190,2007,MNCP01,medium_maturity,23.8,28.8,19.9,2884.5,1674.5,342.6,666.9,1758.2,Fluvo-aquic soils,loam,14.7,19.1,86,8.3,225,60,150,10260
191,M-NCP,MNCP0191,2007,MNCP01,medium_maturity,25.5,30.7,21.2,2672.8,1622.8,234.4,663.6,1694.3,Fluvo-aquic soils,loam,13.2,9.8,89,8.2,180,60,120,9810
192,M-NCP,MNCP0192,2007,MNCP01,medium_maturity,25.4,30.7,21.2,2620,1590,234.4,640.1,1642.4,Fluvo-aquic soils,loam,13.2,15.3,104,8.3,180,60,120,9600
193,M-NCP,MNCP0193,2007,MNCP01,medium_maturity,25.5,30.7,21.2,2647.1,1607.1,234.4,651.7,1668.1,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,60,120,9701
194,M-NCP,MNCP0194,2007,MNCP01,medium_maturity,24,28.9,20,2898.9,1688.9,342.6,668,1767.3,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,135,60,90,8934
195,M-NCP,MNCP0195,2007,MNCP01,medium_maturity,24.9,30,20.8,2809.5,1679.5,287,678.5,1756.8,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,135,60,90,9120
196,M-NCP,MNCP0196,2007,MNCP01,medium_maturity,24.9,30,20.8,2809.5,1679.5,287,678.5,1756.8,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,8643
197,M-NCP,MNCP0197,2007,MNCP01,medium_maturity,24.6,29.7,20.7,2709.4,1609.4,333.7,630.9,1653.8,Fluvo-aquic soils,loamy sand,13.2,16.9,102,8.2,180,60,120,8067
198,M-NCP,MNCP0198,2008,MNCP01,medium_maturity,23.7,28.6,19.5,2747,1587,499.6,765.8,1861.4,Fluvo-aquic soils,loamy sand,17.4,12.4,131,8.3,225,60,150,9462
199,M-NCP,MNCP0199,2008,MNCP01,medium_maturity,23.6,28.5,19.4,2760.9,1590.9,499.6,774.6,1876.3,Fluvo-aquic soils,loamy sand,22.4,16.1,103,8.3,225,60,150,9303
200,M-NCP,MNCP0200,2008,MNCP01,medium_maturity,23.5,28.5,19.3,2867.3,1647.3,520,793.5,1936.6,Fluvo-aquic soils,loamy sand,7.9,12.4,266,8.3,225,60,150,9506
201,M-NCP,MNCP0201,2008,MNCP01,medium_maturity,24.4,29.2,20.3,2584.9,1524.9,493.1,704.4,1735.8,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,135,60,90,8400
202,M-NCP,MNCP0202,2008,MNCP01,medium_maturity,24.2,29.1,20.1,2639.4,1549.4,494.3,721.2,1771,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,9534
203,M-NCP,MNCP0203,2008,MNCP01,medium_maturity,24.3,29.2,20.2,2626.2,1546.2,493.3,719.1,1768,Fluvo-aquic soils,loam,13.2,12.5,72,8.2,135,60,90,9567
204,M-NCP,MNCP0204,2008,MNCP01,medium_maturity,24.4,29.2,20.3,2584.9,1524.9,493.1,704.4,1735.8,Fluvo-aquic soils,loam,13.5,15,145,8.2,180,60,120,8130
205,M-NCP,MNCP0205,2008,MNCP01,medium_maturity,24.4,29.2,20.3,2587.6,1527.6,493.3,700.9,1735.5,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,60,120,8235
206,M-NCP,MNCP0206,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,16.9,25.4,176,8.1,225,150,150,8933
207,M-NCP,MNCP0207,2009,MNCP01,medium_maturity,24.9,30.7,20.1,2915.6,1745.6,657,849,2069.9,Fluvo-aquic soils,loam,16.1,27.3,162,8.2,225,150,150,9123
208,M-NCP,MNCP0208,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,17.2,22.8,156,8.1,225,150,150,8828
209,M-NCP,MNCP0209,2009,MNCP01,medium_maturity,24.9,30.7,20,2910.9,1740.9,657,844.5,2058.1,Fluvo-aquic soils,sandy loam,14.1,21.1,135,8.1,225,150,150,8858
210,M-NCP,MNCP0210,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,13.6,20.5,132,8.1,225,150,150,8738
211,M-NCP,MNCP0211,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,13.3,19.5,130,8.2,225,150,150,8753
212,M-NCP,MNCP0212,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,14.8,19.2,154,8.2,225,150,150,8412
213,M-NCP,MNCP0213,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,12.4,20.1,136,8.1,225,150,150,8556
214,M-NCP,MNCP0214,2009,MNCP01,medium_maturity,24.9,30.7,20,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,11.9,18.3,121,8.2,225,150,150,8517
215,M-NCP,MNCP0215,2010,MNCP01,medium_maturity,25.1,30.5,20.5,2864.4,1724.4,411.7,748.4,1864.7,Fluvo-aquic soils,loamy sand,17,28.2,168,8.1,225,60,150,9162
216,M-NCP,MNCP0216,2010,MNCP01,medium_maturity,25.1,30.4,20.5,2837.2,1707.2,411.7,740.8,1845.2,Fluvo-aquic soils,loam,16.2,24.5,156,8.1,225,60,150,9128
217,M-NCP,MNCP0217,2010,MNCP01,medium_maturity,25.2,30.5,20.6,2845.8,1715.8,411.7,738.8,1848,Fluvo-aquic soils,loam,15.8,26.6,162,8.2,225,60,150,9002
218,M-NCP,MNCP0218,2010,MNCP01,medium_maturity,25.3,30.6,20.7,2880.8,1740.8,411.7,746.5,1873.7,Fluvo-aquic soils,loam,16.5,23.4,176,8.1,225,60,150,8892
219,M-NCP,MNCP0219,2010,MNCP01,medium_maturity,25.3,30.6,20.8,2864,1734,411.7,735.8,1855.4,Fluvo-aquic soils,sandy loam,13.6,22.5,135,8.2,225,60,150,8843
220,M-NCP,MNCP0220,2010,MNCP01,medium_maturity,25.4,30.6,20.8,2839.2,1719.2,411.7,725.6,1831.9,Fluvo-aquic soils,loam,14.1,20.8,132,8.2,225,60,150,8768
221,M-NCP,MNCP0221,2010,MNCP01,medium_maturity,25.3,30.6,20.7,2885.7,1745.7,411.7,743.4,1874.9,Fluvo-aquic soils,loam,14.3,19.6,147,8.1,225,60,150,8855
222,M-NCP,MNCP0222,2010,MNCP01,medium_maturity,25.4,30.7,20.8,2866.1,1736.1,409.9,735.1,1859.5,Fluvo-aquic soils,loam,13,19.1,131,8.2,225,60,150,8582
223,M-NCP,MNCP0223,2010,MNCP01,medium_maturity,25.3,30.6,20.8,2864,1734,411.7,735.8,1855.4,Fluvo-aquic soils,loam,12.8,21.2,122,8.2,225,60,150,8534
224,M-NCP,MNCP0224,2010,MNCP01,medium_maturity,25.4,30.7,20.8,2866.1,1736.1,409.9,735.1,1859.5,Fluvo-aquic soils,loamy sand,12.5,18.6,130,8.1,225,60,150,8664
225,M-NCP,MNCP0225,2006,MNCP01,medium_maturity,24.9,30.5,20.1,2485.3,1485.3,358.3,592.4,1581.3,Cinnamon soils,loam,8.2,16.2,108,8.1,210,210,120,7650
226,M-NCP,MNCP0226,2007,MNCP01,medium_maturity,24.7,30.3,19.6,2490.9,1480.9,179.5,622.4,1603.8,Cinnamon soils,silt loam,18.3,12.2,85,7.4,240,180,150,6390
227,M-NCP,MNCP0227,2007,MNCP01,medium_maturity,25.1,30.8,20,2613.7,1573.7,163.3,651.8,1699.1,Cinnamon soils,loam,14.3,16.8,98,8.2,210,210,120,6420
228,M-NCP,MNCP0228,2006,MNCP01,medium_maturity,24.9,30.5,20.1,2485.3,1485.3,358.3,592.4,1581.3,Cinnamon soils,loamy sand,16.5,24.7,92,8.1,240,180,150,7545
229,M-NCP,MNCP0229,2008,MNCP01,medium_maturity,24.1,29.7,19.5,2799.5,1639.5,260.2,735.5,1879.6,Cinnamon soils,loam,17.8,16.6,162,8.2,135,60,90,7305
230,M-NCP,MNCP0230,2008,MNCP01,medium_maturity,24.1,29.7,19.5,2799.5,1639.5,260.2,735.5,1879.6,Cinnamon soils,loam,23.7,7.4,56,7.9,135,60,90,7305
231,M-NCP,MNCP0231,2008,MNCP01,medium_maturity,25.1,30.3,20.3,2581.9,1551.9,365.4,545.2,1528.7,Cinnamon soils,loam,22.3,29.3,109,8.4,135,60,90,8000
232,M-NCP,MNCP0232,2008,MNCP01,medium_maturity,25.2,30.4,20.5,2468.9,1488.9,365.3,522,1469.9,Cinnamon soils,loamy sand,21,21.9,58,8.4,135,60,90,7589
233,M-NCP,MNCP0233,2008,MNCP01,medium_maturity,25.2,30.4,20.5,2468.9,1488.9,365.3,522,1469.9,Cinnamon soils,sandy loam,20.8,41.6,92,7.7,135,60,90,8858
234,M-NCP,MNCP0234,2008,MNCP01,medium_maturity,25.1,30.3,20.3,2581.9,1551.9,365.4,545.2,1528.7,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,120,9030
235,M-NCP,MNCP0235,2008,MNCP01,medium_maturity,25.1,30.3,20.3,2581.9,1551.9,365.4,545.2,1528.7,Cinnamon soils,sandy loam,19,27.7,110,7.9,180,60,120,8501
236,M-NCP,MNCP0236,2008,MNCP01,medium_maturity,25,30.2,20.3,2552.7,1532.7,365.4,535.5,1503.6,Cinnamon soils,sand,18.1,12,107,7.9,180,60,120,9570
237,M-NCP,MNCP0237,2008,MNCP01,late_maturity,24.4,29.6,19.7,2509.3,1479.3,345.9,547.5,1499.7,Cinnamon soils,loam,17.8,32.4,123,7.7,225,60,120,8630
238,M-NCP,MNCP0238,2008,MNCP01,medium_maturity,24.7,29.8,20,2541.4,1511.4,334.9,542.1,1506.2,Cinnamon soils,loam,16.8,19.8,85,8.4,225,60,150,6780
239,M-NCP,MNCP0239,2009,MNCP01,medium_maturity,25.4,30.9,20.1,2489.2,1509.2,349.3,668.1,1694.1,Cinnamon soils,sand,19.7,5.4,55,7.9,180,60,120,8148
240,M-NCP,MNCP0240,2009,MNCP01,medium_maturity,25.4,30.9,20.1,2489.2,1509.2,349.3,668.1,1694.1,Cinnamon soils,sandy loam,20.8,2.6,91,8.1,135,60,120,7638
241,M-NCP,MNCP0241,2009,MNCP01,medium_maturity,25.1,30.6,20,2562.8,1542.8,365.3,687.5,1737.8,Cinnamon soils,loam,21.3,29.3,109,8.4,135,60,90,7838
242,M-NCP,MNCP0242,2009,MNCP01,late_maturity,25.3,30.9,20.1,2610.6,1580.6,356.7,706.8,1792.5,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,120,6752
243,M-NCP,MNCP0243,2009,MNCP01,medium_maturity,24.7,30.2,19.6,2521.7,1501.7,365.3,676.4,1699.1,Fluvo-aquic soils,loamy sand,21,21.9,58,8.4,135,60,90,6248
244,M-NCP,MNCP0244,2010,MNCP01,medium_maturity,24.4,29.6,19.7,2635.1,1555.1,368.3,585.2,1543.7,Cinnamon soils,sandy loam,22.3,4.5,91,8.2,225,60,90,9134
245,M-NCP,MNCP0245,2010,MNCP01,medium_maturity,26.5,31.6,21.5,2540.7,1580.7,348.8,572,1528.5,Cinnamon soils,sand,18.1,12,107,7.9,180,60,120,9018
246,M-NCP,MNCP0246,2010,MNCP01,medium_maturity,24.3,29.5,19.7,2628.1,1548.1,367.5,575.8,1525.9,Cinnamon soils,sand,19.7,5.4,55,8,180,60,120,7538
247,M-NCP,MNCP0247,2010,MNCP01,medium_maturity,24.3,29.5,19.7,2556.5,1506.5,367.5,563.3,1486.7,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,90,9701
248,M-NCP,MNCP0248,2010,MNCP01,medium_maturity,24.3,29.5,19.7,2628.1,1548.1,367.5,575.8,1525.9,Cinnamon soils,loam,19,27.7,110,7.9,180,60,120,7206
249,M-NCP,MNCP0249,2010,MNCP01,medium_maturity,24.8,29.9,20,2723.9,1623.9,370.5,616.8,1623.4,Cinnamon soils,sandy loam,21.3,29.3,109,8.4,135,60,120,7410
250,M-NCP,MNCP0250,2010,MNCP01,medium_maturity,24.4,29.6,19.8,2663.7,1573.7,370.5,590.2,1559.1,Fluvo-aquic soils,loamy sand,20.8,2.6,91,8,135,60,90,5880
251,M-NCP,MNCP0251,2010,MNCP01,medium_maturity,23.9,29.1,19.2,2696.7,1566.7,367.7,605.7,1576.2,Cinnamon soils,loam,21,21.9,58,8.4,135,60,120,7065
252,M-NCP,MNCP0252,2006,MNCP01,medium_maturity,25.2,30.7,20.4,2597.9,1567.9,213.5,541.8,1513.6,Fluvo-aquic soils,loamy sand,10.8,10.6,55,7.1,225,60,150,6140
253,M-NCP,MNCP0253,2006,MNCP01,medium_maturity,25.2,30.6,20.6,2473.5,1493.5,213.5,510.6,1435.8,Fluvo-aquic soils,loamy sand,22.2,3.8,129,7.5,225,60,150,6470
254,M-NCP,MNCP0254,2006,MNCP01,medium_maturity,25.1,30.6,20.3,2684.8,1614.8,228.1,552.4,1555.6,Fluvo-aquic soils,loam,16,7.6,57,7.8,225,60,150,7049
255,M-NCP,MNCP0255,2006,MNCP01,medium_maturity,25.1,30.6,20.3,2684.8,1614.8,228.1,552.4,1555.6,Fluvo-aquic soils,loam,18.6,52.4,141,7.3,225,60,150,7049
256,M-NCP,MNCP0256,2006,MNCP01,medium_maturity,25.1,30.6,20.3,2684.8,1614.8,228.1,552.4,1555.6,Fluvo-aquic soils,loam,14,24.4,85,7.2,225,60,150,6369
257,M-NCP,MNCP0257,2006,MNCP01,medium_maturity,24.9,30.2,20.3,2511.5,1501.5,213.5,497.6,1419.9,Fluvo-aquic soils,loam,16,11.7,145,7.5,225,60,150,6578
258,M-NCP,MNCP0258,2006,MNCP01,medium_maturity,25.1,30.6,20.3,2684.8,1614.8,228.1,552.4,1555.6,Fluvo-aquic soils,loam,13.8,7.1,52,7.5,225,60,150,6369
259,M-NCP,MNCP0259,2006,MNCP01,medium_maturity,25.1,30.6,20.3,2684.4,1614.4,213.5,558.3,1560.9,Fluvo-aquic soils,loam,13.1,35.7,105,7.3,225,60,150,7023
260,M-NCP,MNCP0260,2006,MNCP01,medium_maturity,25.5,31,20.7,2475.1,1505.1,213.5,523.4,1461.4,Fluvo-aquic soils,sandy loam,9.1,18.4,74,7.5,225,60,150,6795
261,M-NCP,MNCP0261,2006,MNCP01,medium_maturity,24.9,30.2,20.3,2511.5,1501.5,213.5,497.6,1419.9,Fluvo-aquic soils,loam,14.2,27.7,103,7.5,225,60,150,6578
262,M-NCP,MNCP0262,2006,MNCP01,medium_maturity,25.3,30.7,20.6,2503.9,1513.9,213.5,520.2,1458.5,Fluvo-aquic soils,loamy sand,12.1,14.3,59,7.4,225,60,150,7206
263,M-NCP,MNCP0263,2006,MNCP01,medium_maturity,25.2,30.8,20.4,2598.6,1568.6,213.5,551.2,1531.1,Fluvo-aquic soils,loamy sand,12.4,23,52,7.2,225,60,150,7605
264,M-NCP,MNCP0264,2007,MNCP01,medium_maturity,25.1,30.5,20.3,2607.5,1567.5,287.6,641.1,1673,Fluvo-aquic soils,sandy loam,10.8,31,70,7.1,225,60,150,7629
265,M-NCP,MNCP0265,2007,MNCP01,medium_maturity,25,30.4,20.3,2600,1560,290.5,638.5,1662.2,Fluvo-aquic soils,loamy sand,13.8,26.2,41,7.5,225,60,150,7740
266,M-NCP,MNCP0266,2007,MNCP01,medium_maturity,24.8,30.3,20.1,2656.8,1586.8,299.1,649.2,1696.8,Fluvo-aquic soils,loam,13.1,26.6,53,7.3,225,60,150,7635
267,M-NCP,MNCP0267,2007,MNCP01,medium_maturity,25.1,30.5,20.3,2607.5,1567.5,287.6,641.1,1673,Fluvo-aquic soils,loam,9.1,21.8,65,7.5,225,60,150,7163
268,M-NCP,MNCP0268,2007,MNCP01,medium_maturity,25.2,30.5,20.6,2471.1,1491.1,287.6,589.6,1559.8,Fluvo-aquic soils,loam,18.6,28.2,125,7.3,225,60,150,8490
269,M-NCP,MNCP0269,2007,MNCP01,medium_maturity,25.2,30.7,20.3,2819.2,1699.2,290.5,693.4,1808.9,Fluvo-aquic soils,loam,16.5,45.2,279,7.4,225,60,150,7055
270,M-NCP,MNCP0270,2007,MNCP01,medium_maturity,24.5,29.8,19.9,2812.8,1662.8,334.4,666.3,1768.6,Fluvo-aquic soils,loamy sand,12.1,26.5,95,7.4,225,60,150,8144
271,M-NCP,MNCP0271,2007,MNCP01,medium_maturity,24.8,30.2,20.1,2525.6,1505.6,299,607.4,1593.2,Fluvo-aquic soils,loam,12.4,73.4,209,7.2,225,60,150,7200
272,M-NCP,MNCP0272,2007,MNCP01,medium_maturity,24.4,29.7,19.8,2829.9,1669.9,339.1,666.3,1773.4,Fluvo-aquic soils,loam,14.2,14.4,100,7.5,225,60,150,7665
