Sort,Crop,N0,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
440,M-NCP,MNCP0440,2008,MNCP01,WS0158,25.57 ,30.33 ,21.67 ,2736.2,1666.2,433.1,654.1,1714.87,Fluvo-aquic soils,loam,13.5,14.7,148,8.1,180,60,120,7685
441,M-NCP,MNCP0441,2008,MNCP01,WS0158,25.57 ,30.33 ,21.67 ,2736.2,1666.2,433.1,654.1,1714.87,Fluvo-aquic soils,loam,9.3,8.5,90,8.2,135,60,90,6908
442,M-NCP,MNCP0442,2008,MNCP01,WS0158,25.43 ,30.15 ,21.58 ,2746.6,1666.6,450,641,1686.32,Fluvo-aquic soils,loam,10.6,10.6,110,8.2,180,60,120,7653
443,M-NCP,MNCP0443,2009,MNCP01,WS0158,25.30 ,30.07 ,21.04 ,2656.8,1606.8,453.3,796.5,1929.76,Fluvo-aquic soils,loam,12.1,16.7,172,8.2,225,60,150,7571
444,M-NCP,MNCP0444,2009,MNCP01,WS0158,25.18 ,30.01 ,20.86 ,2693.8,1623.8,453.3,818.2,1969.16,Fluvo-aquic soils,loam,12.1,16.7,172,8.2,225,60,150,8397
445,M-NCP,MNCP0445,2009,MNCP01,WS0158,25.18 ,30.01 ,20.86 ,2693.8,1623.8,453.3,818.2,1969.16,Fluvo-aquic soils,loam,14.2,15.7,153,8.1,225,60,150,8247
446,M-NCP,MNCP0446,2009,MNCP01,WS0158,25.28 ,30.06 ,20.99 ,2679.3,1619.3,453.3,807.3,1954.17,Fluvo-aquic soils,sandy loam,10.3,12.7,122,8.2,180,60,120,6870
447,M-NCP,MNCP0447,2009,MNCP01,WS0158,25.23 ,30.03 ,20.94 ,2674.3,1614.3,453.3,807.4,1949.58,Fluvo-aquic soils,loam,11.5,13.5,110,8,180,60,120,7731
448,M-NCP,MNCP0448,2009,MNCP01,WS0158,25.30 ,30.07 ,21.04 ,2656.8,1606.8,453.3,796.5,1929.76,Fluvo-aquic soils,loam,11.6,12.8,129,8,180,60,120,7680
449,M-NCP,MNCP0449,2009,MNCP01,WS0158,25.26 ,30.09 ,20.95 ,2652.5,1602.5,448.6,807.4,1942.09,Fluvo-aquic soils,loam,12.3,14.5,132,8,180,60,120,7341
450,M-NCP,MNCP0450,2009,MNCP01,WS0158,25.28 ,30.06 ,20.99 ,2679.3,1619.3,453.3,807.3,1954.17,Fluvo-aquic soils,loam,10.8,10,105,8.1,135,60,90,6407
451,M-NCP,MNCP0451,2010,MNCP01,WS0158,25.16 ,29.68 ,21.41 ,2842.7,1712.7,558.2,739,1864.6,Fluvo-aquic soils,loam,10.6,12.7,135,8.1,225,60,150,7806
452,M-NCP,MNCP0452,2010,MNCP01,WS0158,25.27 ,29.76 ,21.55 ,2704.1,1634.1,547.7,692.4,1746.48,Fluvo-aquic soils,loam,12.4,15.6,174,8,225,60,150,8535
453,M-NCP,MNCP0453,2010,MNCP01,WS0158,25.29 ,29.79 ,21.55 ,2781.5,1681.5,548.7,719.8,1817.15,Fluvo-aquic soils,loam,11.6,15.2,164,8.2,225,60,150,8382
454,M-NCP,MNCP0454,2010,MNCP01,WS0158,25.36 ,29.86 ,21.64 ,2713.7,1643.7,547.7,694.1,1754.32,Fluvo-aquic soils,loam,11.9,15.4,138,8,180,60,120,7695
455,M-NCP,MNCP0455,2010,MNCP01,WS0158,25.36 ,29.86 ,21.64 ,2713.7,1643.7,547.7,694.1,1754.32,Fluvo-aquic soils,loam,10.9,9.9,139,8.1,180,60,90,7463
456,M-NCP,MNCP0456,2010,MNCP01,WS0158,25.36 ,29.86 ,21.64 ,2713.7,1643.7,547.7,694.1,1754.32,Fluvo-aquic soils,loam,11.3,13.2,132,8.1,180,75,120,7859
457,M-NCP,MNCP0457,2010,MNCP01,WS0158,25.38 ,29.70 ,21.81 ,2360.3,1430.3,499.1,568.1,1451.55,Fluvo-aquic soils,clay,10.9,12.9,139,8.1,225,60,150,8714
458,M-NCP,MNCP0458,2010,MNCP01,WS0158,25.36 ,29.86 ,21.64 ,2713.7,1643.7,547.7,694.1,1754.32,Fluvo-aquic soils,loam,11.9,7.8,141,8.1,135,60,90,6513
459,M-NCP,MNCP0459,2009,MNCP01,WS0177,24.77 ,30.38 ,20.26 ,2675.4,1595.4,577,814.5,1944.74,Fluvo-aquic soils,sandy loam,14.5,25.2,110,7.9,180,60,120,7767
460,M-NCP,MNCP0460,2009,MNCP01,WS0177,24.76 ,30.41 ,20.20 ,2773.3,1653.3,577.6,856.5,2036.12,Fluvo-aquic soils,loam,12.7,22.8,58,8,180,60,120,8588
461,M-NCP,MNCP0461,2009,MNCP01,WS0177,24.71 ,30.41 ,20.08 ,2865.9,1705.9,577.6,903.7,2128.77,Fluvo-aquic soils,loam,17.3,24,205,7.9,135,60,90,6425
462,M-NCP,MNCP0462,2009,MNCP01,WS0177,24.65 ,30.28 ,20.13 ,2736.3,1626.3,577,841.8,1993.9,Fluvo-aquic soils,sandy loam,14.8,48.2,165,7.8,225,60,150,8514
463,M-NCP,MNCP0463,2009,MNCP01,WS0177,24.77 ,30.38 ,20.26 ,2675.4,1595.4,577,814.5,1944.74,Fluvo-aquic soils,sandy loam,11.2,26.3,165,7.7,225,60,150,8288
464,M-NCP,MNCP0464,2009,MNCP01,WS0177,24.71 ,30.41 ,20.08 ,2865.9,1705.9,577.6,903.7,2128.77,Fluvo-aquic soils,loam,11.7,25.7,104,7.9,135,60,90,6929
465,M-NCP,MNCP0465,2010,MNCP01,WS0177,25.14 ,30.16 ,21.13 ,2689.5,1619.5,344,782.4,1870.4,Fluvo-aquic soils,loam,11.9,20.3,65,7.9,180,60,120,7392
466,M-NCP,MNCP0466,2010,MNCP01,WS0177,25.27 ,30.27 ,21.26 ,2653.5,1603.5,343.2,764,1837.47,Fluvo-aquic soils,loam,18.2,44.4,187,7.6,180,60,120,6813
467,M-NCP,MNCP0467,2010,MNCP01,WS0177,25.26 ,30.29 ,21.25 ,2753.4,1663.4,349.3,792.8,1907.97,Fluvo-aquic soils,loam,12.1,20,150,7.9,135,60,90,6761
468,M-NCP,MNCP0468,2010,MNCP01,WS0177,25.14 ,30.16 ,21.13 ,2689.5,1619.5,344,782.4,1870.4,Fluvo-aquic soils,sandy loam,14,24.3,118,7.9,180,60,120,7773
469,M-NCP,MNCP0469,2010,MNCP01,WS0177,25.29 ,30.30 ,21.30 ,2655.8,1605.8,348.5,765.2,1843.05,Fluvo-aquic soils,loam,23.2,45.8,200,7.5,225,60,150,7551
470,M-NCP,MNCP0470,2010,MNCP01,WS0177,25.19 ,30.19 ,21.20 ,2695.3,1625.3,349.3,775.9,1866.36,Fluvo-aquic soils,sandy loam,12.2,25.6,128,7.7,225,60,150,7818
471,M-NCP,MNCP0471,2010,MNCP01,WS0177,25.36 ,30.39 ,21.35 ,2713.9,1643.9,348.5,782.1,1884.66,Fluvo-aquic soils,loam,11.3,23.1,110,7.9,135,60,90,7185
472,M-NCP,MNCP0472,2010,MNCP01,WS0177,25.22 ,30.22 ,21.23 ,2673.2,1613.2,344,771.2,1851.45,Fluvo-aquic soils,loam,12.8,25,114,7.8,180,60,120,7551
473,M-NCP,MNCP0473,2010,MNCP01,WS0177,25.14 ,30.14 ,21.15 ,2664.8,1604.8,344,772.9,1847.94,Fluvo-aquic soils,loam,10.8,40.2,112,8,135,60,90,6387
474,M-NCP,MNCP0474,2007,MNCP01,WS0154,25.70 ,30.88 ,21.33 ,2596,1586,251.1,532.8,1475.3,Fluvo-aquic soils,loam,14.5,29.2,120,8.3,180,60,120,8807
475,M-NCP,MNCP0475,2007,MNCP01,WS0154,25.48 ,30.67 ,21.15 ,2675.7,1625.7,274.6,539.3,1504.14,Fluvo-aquic soils,loam,17.2,50.5,160,8.1,225,60,150,8532
476,M-NCP,MNCP0476,2007,MNCP01,WS0154,25.70 ,30.88 ,21.33 ,2596,1586,251.1,532.8,1475.3,Fluvo-aquic soils,loam,18.6,26.3,140,8.1,180,60,120,7797
477,M-NCP,MNCP0477,2008,MNCP01,WS0154,25.42 ,30.25 ,21.45 ,2593.3,1573.3,437.6,739.5,1796.18,Fluvo-aquic soils,loam,17.6,50.8,170,8.1,225,60,150,10058
478,M-NCP,MNCP0478,2008,MNCP01,WS0154,25.45 ,30.27 ,21.45 ,2570.1,1560.1,436.4,739.5,1788.66,Fluvo-aquic soils,loam,18.7,26.5,130,8.1,180,60,120,9006
479,M-NCP,MNCP0479,2009,MNCP01,WS0154,24.70 ,29.91 ,20.27 ,2840.9,1690.9,554.7,941.8,2162.04,Fluvo-aquic soils,loam,14.6,29.4,120,8.1,180,60,120,8429
480,M-NCP,MNCP0480,2009,MNCP01,WS0154,24.59 ,29.83 ,20.14 ,2876.7,1706.7,554.7,962.4,2196.97,Fluvo-aquic soils,loam,17.9,50.9,170,8.1,225,60,150,8991
481,M-NCP,MNCP0481,2009,MNCP01,WS0154,24.59 ,29.83 ,20.14 ,2876.7,1706.7,554.7,962.4,2196.97,Fluvo-aquic soils,loam,18.7,26.7,140,8.1,180,60,120,8148
482,M-NCP,MNCP0482,2008,MNCP01,WS0153,24.53 ,29.53 ,20.35 ,2600.6,1540.6,398.7,719,1780,Fluvo-aquic soils,loam,17.3,40.4,170,7.5,225,60,150,8144
483,M-NCP,MNCP0483,2008,MNCP01,WS0153,24.43 ,29.44 ,20.25 ,2638.4,1558.4,398.7,726.7,1802.25,Fluvo-aquic soils,sandy loam,14.5,26.5,120,7.6,225,60,150,8064
484,M-NCP,MNCP0484,2008,MNCP01,WS0153,24.52 ,29.52 ,20.36 ,2623.9,1553.9,398.7,719,1787.52,Fluvo-aquic soils,loam,13.5,27.8,100,7.8,225,60,150,8198
485,M-NCP,MNCP0485,2008,MNCP01,WS0153,24.64 ,29.66 ,20.44 ,2587.6,1537.6,398.7,719,1775.09,Fluvo-aquic soils,loam,15.2,15.8,120,7.6,180,60,120,7745
486,M-NCP,MNCP0486,2008,MNCP01,WS0153,24.75 ,29.77 ,20.52 ,2573.5,1533.5,398.7,719,1770.14,Fluvo-aquic soils,loam,13.3,19.3,110,7.7,180,60,120,7535
487,M-NCP,MNCP0487,2008,MNCP01,WS0153,24.52 ,29.52 ,20.36 ,2623.9,1553.9,398.7,719,1787.52,Fluvo-aquic soils,loam,15.1,11.9,110,7.5,180,60,120,7518
488,M-NCP,MNCP0488,2008,MNCP01,WS0153,24.64 ,29.66 ,20.44 ,2587.6,1537.6,398.7,719,1775.09,Fluvo-aquic soils,loam,13.2,14,130,7.4,180,60,120,7542
489,M-NCP,MNCP0489,2008,MNCP01,WS0153,24.75 ,29.77 ,20.52 ,2573.5,1533.5,398.7,719,1770.14,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,135,60,90,7227
490,M-NCP,MNCP0490,2008,MNCP01,WS0153,24.44 ,29.45 ,20.24 ,2615.1,1545.1,398.7,726.7,1794.73,Fluvo-aquic soils,loam,9.8,7.3,120,7.9,135,60,90,7017
491,M-NCP,MNCP0491,2009,MNCP01,WS0153,24.78 ,30.27 ,19.92 ,2626.8,1566.8,456.4,841.3,1970.95,Fluvo-aquic soils,loam,17.3,40.4,170,7.5,225,60,150,8144
492,M-NCP,MNCP0492,2009,MNCP01,WS0153,24.76 ,30.25 ,19.89 ,2674,1594,456.4,853.8,2003,Fluvo-aquic soils,sandy loam,14.5,26.5,120,7.6,225,60,150,8064
493,M-NCP,MNCP0493,2009,MNCP01,WS0153,24.80 ,30.29 ,19.92 ,2653.1,1583.1,456.4,853.8,1998.09,Fluvo-aquic soils,loam,13.5,27.8,100,7.8,225,60,150,8198
494,M-NCP,MNCP0494,2009,MNCP01,WS0153,24.82 ,30.31 ,19.96 ,2606.6,1556.6,456.4,833.8,1956.28,Fluvo-aquic soils,loam,15.2,15.8,120,7.6,180,60,120,8016
495,M-NCP,MNCP0495,2009,MNCP01,WS0153,24.86 ,30.36 ,19.97 ,2585.7,1545.7,456.4,832.2,1949.2,Fluvo-aquic soils,loam,13.3,19.3,110,7.7,180,60,120,7535
496,M-NCP,MNCP0496,2009,MNCP01,WS0153,24.80 ,30.29 ,19.92 ,2653.1,1583.1,456.4,853.8,1998.09,Fluvo-aquic soils,loam,15.1,11.9,110,7.5,180,60,120,7518
497,M-NCP,MNCP0497,2009,MNCP01,WS0153,24.82 ,30.31 ,19.96 ,2606.6,1556.6,456.4,833.8,1956.28,Fluvo-aquic soils,loam,13.2,14,130,7.4,180,60,120,7542
498,M-NCP,MNCP0498,2009,MNCP01,WS0153,24.89 ,30.41 ,19.95 ,2638,1578,456.4,857.5,2003.95,Fluvo-aquic soils,loamy sand,12,10,100,7.8,135,60,90,7113
499,M-NCP,MNCP0499,2009,MNCP01,WS0153,24.86 ,30.36 ,19.97 ,2585.7,1545.7,456.4,832.2,1949.2,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,135,60,90,7227
500,M-NCP,MNCP0500,2010,MNCP01,WS0153,25.28 ,30.45 ,21.02 ,2679.9,1619.9,367.6,748.8,1831.08,Fluvo-aquic soils,loam,17.3,40.4,170,7.5,225,60,150,8144
501,M-NCP,MNCP0501,2010,MNCP01,WS0153,25.19 ,30.38 ,20.93 ,2721,1641,367.6,766.2,1868.73,Fluvo-aquic soils,sandy loam,14.5,26.5,120,7.8,225,60,150,8064
502,M-NCP,MNCP0502,2010,MNCP01,WS0153,25.29 ,30.47 ,21.02 ,2706.4,1636.4,367.6,758.8,1854.29,Fluvo-aquic soils,loam,13.5,27.8,100,7.8,225,60,150,8198
503,M-NCP,MNCP0503,2010,MNCP01,WS0153,25.38 ,30.55 ,21.15 ,2665.4,1615.4,367.6,738.3,1812.53,Fluvo-aquic soils,loam,15.2,15.8,120,7.6,180,60,120,7745
504,M-NCP,MNCP0504,2010,MNCP01,WS0153,25.47 ,30.61 ,21.24 ,2648.9,1608.9,367.6,730.6,1797.51,Fluvo-aquic soils,loam,13.3,19.3,110,7.7,180,60,120,7535
505,M-NCP,MNCP0505,2010,MNCP01,WS0153,25.29 ,30.47 ,21.02 ,2706.4,1636.4,367.6,758.8,1854.29,Fluvo-aquic soils,loam,15.1,11.9,110,7.5,180,60,120,7518
506,M-NCP,MNCP0506,2010,MNCP01,WS0153,25.38 ,30.55 ,21.15 ,2665.4,1615.4,367.6,738.3,1812.53,Fluvo-aquic soils,loam,13.2,14,130,7.4,180,60,120,7542
507,M-NCP,MNCP0507,2010,MNCP01,WS0153,25.47 ,30.61 ,21.24 ,2648.9,1608.9,367.6,730.6,1797.51,Fluvo-aquic soils,loam,8.2,9.3,120,7.9,135,60,90,7227
508,M-NCP,MNCP0508,2010,MNCP01,WS0153,25.18 ,30.36 ,20.93 ,2694.5,1624.5,367.6,756.2,1845.52,Fluvo-aquic soils,loam,9.8,7.3,120,7.9,135,60,90,7017
509,M-NCP,MNCP0509,2007,MNCP01,WS0159,24.56 ,29.58 ,20.46 ,2848.4,1688.4,311.2,735.8,1853.67,Fluvo-aquic soils,loam,14.7,15.6,130,7.9,225,60,150,7635
510,M-NCP,MNCP0510,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,13.7,12.7,135,8,225,60,150,6300
511,M-NCP,MNCP0511,2007,MNCP01,WS0159,24.45 ,29.46 ,20.38 ,2835.7,1675.7,311.2,729.7,1839.07,Fluvo-aquic soils,loam,13.7,12.7,135,7.9,225,60,150,7395
512,M-NCP,MNCP0512,2007,MNCP01,WS0159,24.63 ,29.66 ,20.54 ,2807.6,1667.6,310.5,721.7,1820.26,Fluvo-aquic soils,loam,10.7,14.6,110,7.8,180,60,120,7538
513,M-NCP,MNCP0513,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,11.9,15.6,113,8.2,180,60,120,7695
514,M-NCP,MNCP0514,2007,MNCP01,WS0159,24.77 ,29.88 ,20.62 ,2774.2,1654.2,286.2,721.7,1811.06,Fluvo-aquic soils,loam,13.7,13.8,126,8.1,180,60,120,8505
515,M-NCP,MNCP0515,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,10.6,12.9,135,8.2,135,60,90,6884
516,M-NCP,MNCP0516,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,12.3,13,109,8.1,180,60,120,6753
517,M-NCP,MNCP0517,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,12.6,13.8,123,8,135,60,90,6533
518,M-NCP,MNCP0518,2007,MNCP01,WS0159,24.70 ,29.77 ,20.58 ,2791,1661,303.5,721.7,1815.68,Fluvo-aquic soils,loam,10.5,18.9,121,8.1,180,60,120,6894
519,M-NCP,MNCP0519,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,15.1,21,124,7.9,225,150,150,8336
520,M-NCP,MNCP0520,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,13.9,16.9,110,7.8,180,150,120,6573
521,M-NCP,MNCP0521,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,13.3,12.1,99,8,225,150,150,8682
522,M-NCP,MNCP0522,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loamy sand,15.7,24.8,130,7.9,225,150,150,8835
523,M-NCP,MNCP0523,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,15.4,23.2,127,8.1,180,150,120,8003
524,M-NCP,MNCP0524,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,13.5,13.2,101,7.6,180,150,120,8183
525,M-NCP,MNCP0525,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,16.9,32,141,8,180,150,120,8298
526,M-NCP,MNCP0526,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,14.7,20,120,8.1,180,150,120,6729
527,M-NCP,MNCP0527,2008,MNCP01,WS0159,24.14 ,29.02 ,20.31 ,2727.7,1597.7,594.4,708.4,1786.04,Fluvo-aquic soils,loam,16.3,27.6,135,8.1,180,150,120,6884
528,M-NCP,MNCP0528,2009,MNCP01,WS0150,25.36 ,30.50 ,20.83 ,2688.3,1628.3,363.7,870.5,2035.35,Fluvo-aquic soils,loam,11.9,8,83,8,180,60,120,9324
529,M-NCP,MNCP0529,2009,MNCP01,WS0150,24.19 ,29.37 ,19.70 ,3024.2,1774.2,364,976.2,2234.76,Fluvo-aquic soils,loam,14.1,25,85,8,225,60,150,9249
530,M-NCP,MNCP0530,2009,MNCP01,WS0150,23.99 ,29.17 ,19.51 ,2927.2,1707.2,330.7,953.4,2154.96,Fluvo-aquic soils,loam,13.7,15.5,71,8.1,180,60,120,8148
531,M-NCP,MNCP0531,2009,MNCP01,WS0150,24.96 ,30.14 ,20.48 ,2895.6,1735.6,363,932.4,2157.75,Fluvo-aquic soils,loam,14,79.5,110,8.2,225,60,150,9294
532,M-NCP,MNCP0532,2009,MNCP01,WS0150,25.29 ,30.33 ,20.91 ,2553.8,1543.8,362.2,805,1890.55,Fluvo-aquic soils,loam,13.7,35.5,115,8.1,225,60,150,9084
533,M-NCP,MNCP0533,2009,MNCP01,WS0150,25.24 ,30.26 ,20.86 ,2548.8,1538.8,329.7,809.2,1888.38,Fluvo-aquic soils,loam,11.8,17.5,120,7.9,180,60,120,7260
534,M-NCP,MNCP0534,2009,MNCP01,WS0150,25.09 ,30.12 ,20.73 ,2558.8,1538.8,316.5,814.9,1889.92,Fluvo-aquic soils,loam,13.1,25,230,8,180,60,120,8882
535,M-NCP,MNCP0535,2009,MNCP01,WS0150,24.81 ,29.96 ,20.39 ,2827.8,1687.8,363,901.6,2081.96,Fluvo-aquic soils,loam,16.5,26,85,8.1,225,60,150,9866
536,M-NCP,MNCP0536,2010,MNCP01,WS0150,25.06 ,29.90 ,20.89 ,2706.3,1626.3,283.5,825.3,1901.44,Fluvo-aquic soils,loam,17.5,25,105,8,225,60,150,8213
537,M-NCP,MNCP0537,2010,MNCP01,WS0150,25.42 ,30.11 ,21.36 ,2517,1527,279.2,745.9,1743.61,Fluvo-aquic soils,loam,15.1,12.5,210,8,180,60,120,7701
538,M-NCP,MNCP0538,2006,MNCP01,WS0144,24.08 ,29.32 ,19.91 ,2480.5,1450.5,329.2,598.9,1517.87,Fluvo-aquic soils,loamy sand,18.1,11.4,36,7.4,225,60,150,9150
539,M-NCP,MNCP0539,2006,MNCP01,WS0144,24.38 ,29.48 ,20.35 ,2413.8,1423.8,329.2,564.7,1473.16,Fluvo-aquic soils,loam,16.3,11.7,38,7.5,225,60,150,8577
540,M-NCP,MNCP0540,2006,MNCP01,WS0144,24.54 ,29.69 ,20.45 ,2527.7,1497.7,329.2,588.8,1546.07,Fluvo-aquic soils,loam,21.5,10.4,48,7.5,225,60,150,9429
541,M-NCP,MNCP0541,2006,MNCP01,WS0144,24.32 ,29.46 ,20.25 ,2504.7,1474.7,329.2,592.5,1535.97,Fluvo-aquic soils,loamy sand,18.3,9.6,39,7.4,225,60,150,8016
542,M-NCP,MNCP0542,2006,MNCP01,WS0144,24.29 ,29.45 ,20.19 ,2525.9,1485.9,329.2,602.1,1552.65,Fluvo-aquic soils,loam,15.3,12.3,38,7.3,225,60,150,7752
543,M-NCP,MNCP0543,2006,MNCP01,WS0144,24.48 ,29.57 ,20.49 ,2423.4,1433.4,329.2,557.6,1472.55,Fluvo-aquic soils,loamy sand,25,16.2,68,7.6,225,60,150,9041
544,M-NCP,MNCP0544,2006,MNCP01,WS0144,24.32 ,29.46 ,20.25 ,2504.7,1474.7,329.2,592.5,1535.97,Fluvo-aquic soils,loam,25,13.5,115,7.5,225,60,150,7626
545,M-NCP,MNCP0545,2006,MNCP01,WS0144,24.25 ,29.42 ,20.11 ,2497.9,1467.9,329.2,600.3,1536.59,Fluvo-aquic soils,loam,29,6.8,36,7.5,225,60,150,9672
546,M-NCP,MNCP0546,2006,MNCP01,WS0144,24.29 ,29.45 ,20.19 ,2525.9,1485.9,329.2,602.1,1552.65,Fluvo-aquic soils,loam,18.6,14.1,41,7.3,225,60,150,7764
547,M-NCP,MNCP0547,2007,MNCP01,WS0144,24.42 ,29.48 ,20.44 ,2588.5,1528.5,387.7,678.1,1671.32,Fluvo-aquic soils,loamy sand,18,14,39,7.5,225,60,150,6762
548,M-NCP,MNCP0548,2007,MNCP01,WS0144,24.49 ,29.59 ,20.49 ,2595.9,1535.9,363.5,686.8,1687.87,Fluvo-aquic soils,loam,21.6,12.3,62,7.4,225,60,150,6152
549,M-NCP,MNCP0549,2007,MNCP01,WS0144,24.37 ,29.44 ,20.40 ,2510.3,1480.3,387.7,663.1,1625.4,Fluvo-aquic soils,loam,16.1,12.5,38,7.5,225,60,150,6656
550,M-NCP,MNCP0550,2007,MNCP01,WS0144,25.08 ,30.17 ,21.03 ,2507.5,1507.5,306.4,652.8,1627.05,Fluvo-aquic soils,loam,21.1,12.7,65,7.5,225,60,150,7500
551,M-NCP,MNCP0551,2007,MNCP01,WS0144,24.52 ,29.57 ,20.54 ,2525.7,1495.7,362.7,667.7,1641.13,Fluvo-aquic soils,loamy sand,9.4,11.9,45,7.5,225,60,150,7101
552,M-NCP,MNCP0552,2007,MNCP01,WS0144,24.38 ,29.44 ,20.42 ,2535.7,1495.7,387.7,669.5,1642.88,Fluvo-aquic soils,loam,15,13.5,44,7.4,225,60,150,6983
553,M-NCP,MNCP0553,2007,MNCP01,WS0144,24.75 ,29.85 ,20.71 ,2500,1490,333.2,661,1627.22,Fluvo-aquic soils,loamy sand,24.9,14.6,85,7.6,225,60,150,9357
554,M-NCP,MNCP0554,2007,MNCP01,WS0144,24.51 ,29.57 ,20.55 ,2598.4,1538.4,364.6,678.9,1681.16,Fluvo-aquic soils,loam,28.6,7.9,50,7.4,225,60,150,8222
555,M-NCP,MNCP0555,2007,MNCP01,WS0144,24.48 ,29.55 ,20.49 ,2546.1,1506.1,362.7,675.6,1655.38,Fluvo-aquic soils,loam,9.9,18.5,112,7.3,225,60,150,8531
556,M-NCP,MNCP0556,2007,MNCP01,WS0144,24.38 ,29.44 ,20.42 ,2535.7,1495.7,387.7,669.5,1642.88,Fluvo-aquic soils,loam,18.2,16.5,44,7.4,225,60,150,7232
557,M-NCP,MNCP0557,2008,MNCP01,WS0144,23.95 ,28.85 ,20.21 ,2539.2,1479.2,433.7,564.1,1491.77,Fluvo-aquic soils,loamy sand,18.2,14.6,96,7.7,225,60,150,8300
558,M-NCP,MNCP0558,2008,MNCP01,WS0144,24.07 ,28.96 ,20.32 ,2551.9,1491.9,417.9,564.1,1494.82,Fluvo-aquic soils,loam,21.6,12.5,96,7.5,225,60,150,8694
559,M-NCP,MNCP0559,2008,MNCP01,WS0144,23.95 ,28.80 ,20.22 ,2466.9,1436.9,417.6,549.8,1446.94,Fluvo-aquic soils,loam,16.2,12.7,89,7.4,225,60,150,7925
560,M-NCP,MNCP0560,2008,MNCP01,WS0144,24.79 ,29.59 ,21.10 ,2478.5,1478.5,417.9,519.7,1425.97,Fluvo-aquic soils,loam,21.3,12.8,105,7.6,225,60,150,8861
561,M-NCP,MNCP0561,2008,MNCP01,WS0144,24.14 ,29.01 ,20.38 ,2486.3,1456.3,417.9,553.9,1460.14,Fluvo-aquic soils,loamy sand,10,12.1,95,7.4,225,60,150,7629
562,M-NCP,MNCP0562,2008,MNCP01,WS0144,23.94 ,28.78 ,20.20 ,2489.4,1449.4,432.9,554.4,1461.62,Fluvo-aquic soils,loam,15.3,14,92,7.6,225,60,150,7760
563,M-NCP,MNCP0563,2008,MNCP01,WS0144,24.31 ,29.18 ,20.58 ,2455.8,1445.8,417.9,539.4,1438.47,Fluvo-aquic soils,loamy sand,25.1,14.9,111,7.5,225,60,150,9101
564,M-NCP,MNCP0564,2008,MNCP01,WS0144,24.19 ,29.07 ,20.42 ,2564,1504,417.9,568.2,1504.98,Fluvo-aquic soils,loam,29,8.3,117,7.6,225,60,150,9125
565,M-NCP,MNCP0565,2008,MNCP01,WS0144,24.05 ,28.92 ,20.31 ,2501.7,1461.7,417.9,556.2,1467.47,Fluvo-aquic soils,loam,10.1,21.1,118,7.5,225,60,150,8201
566,M-NCP,MNCP0566,2008,MNCP01,WS0144,23.94 ,28.78 ,20.20 ,2489.4,1449.4,432.9,554.4,1461.62,Fluvo-aquic soils,loam,18.6,16.7,105,7.6,225,60,150,7803
567,M-NCP,MNCP0567,2009,MNCP01,WS0144,24.20 ,29.03 ,19.98 ,2565.5,1505.5,370.6,650.6,1641.58,Fluvo-aquic soils,loam,21,12.1,111,7.2,225,60,150,9287
568,M-NCP,MNCP0568,2009,MNCP01,WS0144,24.20 ,29.03 ,19.98 ,2565.5,1505.5,370.6,650.6,1641.58,Fluvo-aquic soils,loam,21.6,12.5,98,7.2,225,60,150,9216
