Sort,Soil quality,Crop,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
519,low,late rice,2010,26.2,31.3,22.8,2440.8,1510.8,274.8,556.2,1461,medium_maturity,Paddy soil,sandy loam,40.2,12.6,56,5.3,180,72,132,6830
520,low,late rice,2010,26.2,31.3,22.8,2440.8,1510.8,274.8,556.2,1461,medium_maturity,Paddy soil,sandy loam,31.4,14.4,37,5,192,78,150,7298
521,high,late rice,2010,25.7,29.7,22.6,2309,1409,230.5,469.8,1270.8,medium_maturity,Paddy soil,loam,43.7,20.3,124,4.8,159,45,126,8801
522,high,late rice,2008,26.3,30.7,23.2,2631.6,1631.6,252.7,539.4,1424.1,medium_maturity,Paddy soil,clay,39.9,10.6,80,5.2,150,63,120,7875
523,high,late rice,2010,23.9,27.8,21,1862.2,1082.2,222.6,343,965.9,medium_maturity,Paddy soil,clay,39.9,10.6,80,5.2,150,63,120,7875
524,high,late rice,2008,27.5,32.1,24.2,2530.9,1610.9,171.4,548,1416,medium_maturity,Paddy soil,loam,51.8,41.1,103,4.8,165,75,150,8087
525,low,late rice,2010,24.6,29,21.4,2582.2,1532.2,244.3,577.8,1489.8,medium_maturity,Paddy soil,sandy clay loam,44.6,27.4,68,4.7,153,50,126,7155
526,high,late rice,2007,26.9,31.9,23.4,2445.5,1535.5,174.4,477.1,1335.4,medium_maturity,Paddy soil,sandy loam,10.2,4.8,125,4.8,149,80,119,7695
527,high,late rice,2007,26.9,31.9,23.3,2364.6,1484.6,174.4,454.6,1279.3,medium_maturity,Paddy soil,sandy loam,20.3,14,90,4.9,147,80,119,7875
528,low,late rice,2008,27.5,32.6,23.8,2362.7,1502.7,270.4,523.3,1372.7,medium_maturity,Paddy soil,sandy loam,12,10.1,67,4.7,164,57,96,7680
529,low,late rice,2008,26.4,31.4,22.9,2347.7,1457.7,307.1,525.7,1355,medium_maturity,Paddy soil,clay,53.5,3.7,40,4.6,138,54,90,7407
530,high,late rice,2008,27.2,33.9,23.2,2852.7,1802.7,359.8,654.1,1730,late_maturity,Paddy soil,silty clay loam,27.9,45,122,5.2,165,60,105,9975
531,high,late rice,2008,27.1,33.8,23.1,2897.4,1827.4,359.8,664.1,1754.4,late_maturity,Paddy soil,loam,35.5,43.8,136,4.8,165,60,105,9951
532,high,late rice,2006,24.1,29.1,20.6,2843.4,1663.4,353,648.7,1605.5,medium_maturity,Paddy soil,silty clay loam,29.2,52.9,81,5.4,150,60,105,8031
533,low,late rice,2006,24.3,29.3,20.9,2746.4,1616.4,353,612.4,1539.8,medium_maturity,Paddy soil,silty clay loam,18.8,43.4,52,5.2,150,60,105,7311
534,low,late rice,2006,24.9,30,21.4,2693.3,1613.3,333.1,624.2,1556.6,medium_maturity,Paddy soil,silty clay loam,18.6,37.8,43,5.3,150,60,105,6778
535,high,late rice,2006,26.3,32.3,22.3,2600.2,1610.2,324.8,631.8,1620.6,late_maturity,Paddy soil,silty clay loam,25.7,67.2,86,5,165,60,105,8552
536,low,late rice,2006,26,32,22.1,2758.8,1698.8,324.8,678.1,1718.1,late_maturity,Paddy soil,loamy sand,27.9,34.1,28,5.4,165,60,105,6575
537,high,late rice,2006,25.5,31.7,21.4,2882.2,1752.2,324.8,740.7,1828.9,late_maturity,Paddy soil,clay,32.8,34.8,96,4.8,165,60,105,8424
538,high,late rice,2008,25.7,31.8,21.6,2697.4,1647.4,479.9,659.7,1738.7,late_maturity,Paddy soil,silty clay loam,32.9,18.9,108,4.6,119,33,83,8670
539,high,late rice,2008,27.3,33.4,23.1,2755.1,1745.1,397.8,570.8,1546.1,late_maturity,Paddy soil,silty clay loam,34.2,40.7,105,5,150,60,135,8988
540,low,late rice,2008,26.9,33,22.8,2937.1,1847.1,400.1,601.6,1626.6,late_maturity,Paddy soil,loam,36.5,6.2,49,4.5,150,60,135,8001
541,high,late rice,2008,27.7,33.9,23.4,2686.7,1716.7,427.6,568.4,1538.6,late_maturity,Paddy soil,silty clay loam,34.6,10.3,87,5,180,45,135,8472
542,high,late rice,2008,27.1,33.2,23,2789.6,1759.6,384.7,567.1,1542.1,late_maturity,Paddy soil,silty clay loam,47.8,16.3,133,4.8,150,60,135,8301
543,high,late rice,2007,25.8,31.9,21.8,2834.4,1734.4,318.7,552.6,1546.5,late_maturity,Paddy soil,silty clay loam,68.5,44.3,201,5.1,165,60,105,10071
544,low,late rice,2007,23.1,28.7,19.8,2425.5,1375.5,515.6,390.9,1224.4,late_maturity,Paddy soil,sandy loam,48.1,64.4,67,5,150,60,105,6528
545,low,late rice,2009,26.9,31,23.9,2261.6,1421.6,136.7,527,1358.6,medium_maturity,Paddy soil,clay loam,33.5,15.2,74,6,150,36,90,7073
546,low,late rice,2008,26.6,31,23.3,2550.9,1590.9,354.5,591,1526.5,medium_maturity,Paddy soil,sandy loam,25.3,6.1,73,6.3,150,36,75,7920
547,low,late rice,2009,27.4,31.5,24.3,2493.7,1583.7,136.7,611.8,1547.5,late_maturity,Paddy soil,clay loam,30.8,8.2,59,5.9,150,36,75,7583
548,high,late rice,2007,26.8,31.2,23.6,2220.3,1390.3,275.9,546.5,1390.8,late_maturity,Paddy soil,sandy loam,39,38.1,155,4.5,150,36,75,7920
549,low,late rice,2009,27.1,31.3,24,2523.7,1593.7,138.5,618.7,1562.3,late_maturity,Paddy soil,sandy loam,29.1,20.9,43,7.6,150,36,75,7785
550,low,late rice,2009,27.5,31.6,24.4,2527,1607,136.7,623.3,1573.5,late_maturity,Paddy soil,sandy loam,26.1,11.5,69,4.8,150,36,75,7830
551,high,late rice,2008,26,31.7,22,2419.6,1489.6,251.5,634.9,1561.2,medium_maturity,Paddy soil,clay loam,29.4,13.8,88,5.1,165,36,75,7260
552,low,late rice,2007,26,31.7,22.1,2629.8,1619.8,312.6,682.7,1715.4,medium_maturity,Paddy soil,clay loam,29.6,19.8,49,5,165,60,120,6471
553,low,late rice,2007,26.7,32.4,22.7,2587.1,1617.1,311,681.8,1703.2,medium_maturity,Paddy soil,silty clay loam,46.8,18.5,77,6.1,165,60,120,6221
554,high,late rice,2009,26.3,30.7,23,2783.5,1723.5,175.9,686,1741.4,medium_maturity,Paddy soil,sandy loam,45.3,16.4,85,6.1,165,60,120,7910
555,low,late rice,2007,25.5,31.3,21.4,2727.5,1657.5,312.7,725.7,1799.2,medium_maturity,Paddy soil,sandy loam,40.5,4.7,50,6.3,165,60,120,6621
556,low,late rice,2009,26.3,31,22.7,2840.1,1760.1,228.8,654.6,1707.5,medium_maturity,Paddy soil,sandy loam,50.9,50.6,47,6.1,180,54,90,6855
557,low,late rice,2007,26.7,31.3,23.3,2372.8,1482.8,361.1,531.6,1417.8,medium_maturity,Paddy soil,silty clay loam,35.5,3.9,76,5.2,180,54,90,8309
558,high,late rice,2007,25,29.6,21.6,2399.3,1439.3,352,511.5,1389.5,medium_maturity,Paddy soil,clay,24.2,6.9,145,5.8,180,54,90,6630
559,high,late rice,2007,25.1,29.7,21.8,2312.2,1392.2,352,480.1,1323.2,medium_maturity,Paddy soil,clay,36.4,7.1,120,5.4,180,54,90,6585
560,high,late rice,2007,25.9,30.5,22.6,2540.8,1560.8,365.8,550.5,1493.8,medium_maturity,Paddy soil,clay,44.7,6.3,135,5.7,180,54,90,6180
561,high,late rice,2008,26.1,30.6,22.6,2218.2,1368.2,247,465.1,1266.8,medium_maturity,Paddy soil,clay,47.1,5,181,5.3,180,54,90,7413
562,low,late rice,2008,25.4,30.5,22.1,2236.4,1356.4,255.6,485.3,1321.8,late_maturity,Paddy soil,loam,35.8,18,60,5.4,180,54,90,7610
563,low,late rice,2008,25.8,30.9,22.4,2165,1325,254.9,471.5,1282,late_maturity,Paddy soil,loam,18.4,9.6,75,5.8,180,54,90,6923
564,low,late rice,2009,26.2,31.1,22.8,2433.4,1503.4,253.2,531.3,1431.2,late_maturity,Paddy soil,loam,38.3,13,57,5.2,150,36,75,6188
565,low,late rice,2009,26.2,31.1,22.8,2413.4,1493.4,253.2,522.6,1414.1,late_maturity,Paddy soil,loam,56.8,45.5,57,5,150,36,75,6690
566,low,late rice,2009,26.3,31.2,22.9,2394.6,1484.6,252,522.6,1408.9,late_maturity,Paddy soil,loam,38,20.6,54,6.2,150,36,75,6345
567,low,late rice,2007,25.8,30.5,22.6,2402.8,1472.8,375.1,511.5,1405.9,early_maturity,Paddy soil,sandy loam,38.7,28,69,5.7,150,36,75,6114
568,high,late rice,2008,26.7,31.3,23.3,2266.7,1416.7,251,477.7,1308,medium_maturity,Paddy soil,sandy loam,38,24,110,5.7,165,36,68,7512
569,high,late rice,2007,26.2,30.9,22.9,2436.3,1506.3,390.8,514.2,1416.7,medium_maturity,Paddy soil,loam,34,20.4,94,5.7,150,36,75,7457
570,high,late rice,2008,25.9,30.6,22.5,2358.3,1448.3,252.3,488.4,1347,medium_maturity,Paddy soil,sandy loam,49.9,22.5,112,5.6,165,36,68,7328
571,low,late rice,2007,26.3,31.1,23,2390.9,1480.9,389.8,513.9,1403.7,medium_maturity,Paddy soil,sandy loam,40.8,3.8,43,5.7,150,36,75,6179
572,high,late rice,2007,26,30.6,22.7,2495.9,1535.9,288.9,569.7,1496,late_maturity,Paddy soil,clay loam,32,12.4,115,4.9,150,30,74,5952
573,high,late rice,2007,26,30.6,22.7,2495.9,1535.9,288.9,569.7,1496,late_maturity,Paddy soil,sandy loam,31,48.9,83,5.5,150,36,74,5736
574,high,late rice,2008,26.6,31.3,23.2,2531.5,1581.5,173,572.8,1487.1,late_maturity,Paddy soil,sandy loam,37.5,10.7,91,5.3,204,40,186,7365
575,high,late rice,2008,26.6,31.2,23.1,2471.3,1541.3,173,557.4,1447.5,medium_maturity,Paddy soil,sandy loam,39.3,14.3,99,5.7,204,40,164,8087
576,high,late rice,2007,25.9,30.7,22.3,2326.6,1426.6,449.4,544.9,1428.6,medium_maturity,Paddy soil,sandy loam,28.6,21.1,115,6,150,36,75,7718
577,high,late rice,2007,25.9,30.7,22.3,2326.6,1426.6,449.4,544.9,1428.6,medium_maturity,Paddy soil,sandy loam,26.7,17.5,89,5.9,150,36,75,7680
578,high,late rice,2007,25.4,30.2,21.7,2408.3,1458.3,449.4,578,1488.4,medium_maturity,Paddy soil,sandy loam,24.4,16.4,134,6,150,36,75,7710
579,high,late rice,2007,25.3,30.1,21.6,2376.7,1436.7,449.4,566.1,1461.7,medium_maturity,Paddy soil,loam,23.5,11.5,110,6.1,150,36,75,7290
580,high,late rice,2007,25.3,30.1,21.6,2324.5,1404.5,449.4,546.2,1419.5,late_maturity,Paddy soil,loam,21.2,12.9,115,5.9,150,36,75,7407
581,high,late rice,2007,26,30.8,22.4,2339.9,1439.9,449.4,552.9,1445,late_maturity,Paddy soil,silty clay loam,23.7,15.5,90,6.2,150,36,75,7568
582,low,late rice,2009,26.2,32.9,22,2148.9,1328.9,148.1,527.4,1363.4,late_maturity,Paddy soil,silty clay loam,30.7,7.2,43,5.3,150,75,90,7343
583,low,late rice,2009,26.3,33,22.2,2106.2,1306.2,148.1,512.9,1331.5,late_maturity,Paddy soil,silty clay loam,48.3,10.9,46,5.2,143,68,83,7334
584,low,late rice,2009,26.2,32.8,22,2171.4,1341.4,148.1,529,1371.1,late_maturity,Paddy soil,silty clay loam,36.6,9.3,62,5.8,135,60,75,7376
585,high,late rice,2007,25.4,29.2,22.5,2307.2,1397.2,365.6,401.8,1202.9,early_maturity,Paddy soil,clay loam,44.3,30.9,123,5.2,180,54,90,7680
586,high,late rice,2008,25.7,29.8,22.7,2336.4,1426.4,201.4,448.6,1267.6,early_maturity,Paddy soil,clay loam,39.7,29,105,5,180,54,90,6720
587,high,late rice,2008,25.7,29.8,22.7,2336.4,1426.4,201.4,448.6,1267.6,early_maturity,Paddy soil,clay loam,41.9,26.1,93,4.9,165,54,90,7200
588,high,late rice,2009,26.3,30.4,23.3,2419.8,1499.8,232.4,478.3,1324.3,medium_maturity,Paddy soil,sandy loam,41.6,27,102,5.1,180,54,90,6825
589,high,late rice,2008,25.4,29.5,22.4,2435.2,1475.2,205.6,473.6,1321.7,medium_maturity,Paddy soil,sandy loam,38.2,24.4,110,5.1,150,36,75,7680
590,low,late rice,2009,25.5,29.6,22.6,2706.8,1646.8,258.2,533.1,1469.5,medium_maturity,Paddy soil,loam,17.4,47.1,38,5.2,150,36,75,6534
591,high,late rice,2006,25.8,29.7,22.7,2423.8,1483.8,247.1,488.9,1350,medium_maturity,Paddy soil,sandy loam,33.1,19.8,115,4.7,150,36,75,6795
592,high,late rice,2006,27.4,31.4,24.3,2551.3,1621.3,259.4,556.4,1507.1,medium_maturity,Paddy soil,sandy loam,29.8,10.3,154,5.2,150,36,75,6975
593,high,late rice,2007,24.6,28.5,21.7,2483,1473,366.3,407.8,1253.3,medium_maturity,Paddy soil,loam,24.4,11.2,101,5.2,150,36,75,6900
594,high,late rice,2007,24.9,28.8,22.1,2468.6,1478.6,365.8,418.9,1269.5,medium_maturity,Paddy soil,clay loam,49.1,11.6,152,5,150,36,75,7275
595,high,late rice,2008,26.1,30.1,23.1,2110.8,1300.8,195.5,387,1121.9,medium_maturity,Paddy soil,clay,33.6,13.5,105,5.2,150,36,75,6933
596,high,late rice,2006,27,30.9,23.8,3186.1,2006.1,342.1,695,1876.1,late_maturity,Paddy soil,clay,32.1,16.4,141,5.1,167,36,68,7632
597,high,late rice,2008,26.1,30.1,23.1,2110.8,1300.8,195.5,387,1121.9,early_maturity,Paddy soil,clay loam,38.1,10,137,6,150,36,75,6701
598,high,late rice,2008,26.1,30.1,23.1,2110.8,1300.8,195.5,387,1121.9,medium_maturity,Paddy soil,silty clay loam,29.2,17.5,146,5.4,150,36,75,7035
599,high,late rice,2006,26.2,30.1,23.1,2644,1634,267.6,539.4,1485.5,medium_maturity,Paddy soil,loam,25.6,18.3,143,6.1,150,36,75,7275
600,high,late rice,2008,26.1,30.1,23.1,2110.8,1300.8,195.5,387,1121.9,early_maturity,Paddy soil,sandy loam,31.2,13.4,165,5.4,150,36,75,7034
601,low,late rice,2009,26.4,30.5,23.4,2453.4,1523.4,232.4,490.3,1351.1,medium_maturity,Paddy soil,loam,31,19.6,45,5.3,150,36,75,6717
602,high,late rice,2009,26,30,23,2596.2,1596.2,251.4,518.9,1429.3,late_maturity,Paddy soil,clay loam,43.3,25.2,150,5,180,54,90,6930
603,low,late rice,2009,25.9,29.9,23,2407.1,1477.1,245.8,460.9,1295.1,medium_maturity,Paddy soil,loam,38,9.3,79,5.3,150,36,75,7017
604,low,late rice,2009,25.4,29.5,22.5,2491.6,1511.6,251.4,479.5,1337.2,medium_maturity,Paddy soil,loam,31.8,31.1,65,5.8,150,36,75,5178
605,low,late rice,2007,25.5,29.2,22.8,2499.8,1519.8,320.4,411.5,1259.5,medium_maturity,Paddy soil,silty clay loam,35.4,29.3,51,7.5,150,36,75,7980
606,low,late rice,2009,26.8,30.6,24,2547,1597,270.8,503,1396.8,medium_maturity,Paddy soil,clay loam,38.1,28.9,72,7.8,180,36,90,7440
607,low,late rice,2006,24.7,29.3,21.2,2498.9,1488.9,266.9,410,1268.7,medium_maturity,Paddy soil,loam,28.4,7.2,66,5,180,54,90,6000
608,low,late rice,2007,25.3,30.2,22.2,2227.4,1347.4,464.3,342.9,1106.1,medium_maturity,Paddy soil,loam,35.7,40.8,67,4.8,150,36,75,6087
609,high,late rice,2007,26.2,30.7,22.9,2123.7,1313.7,234.7,559.2,1383.3,medium_maturity,Paddy soil,clay loam,34.4,29.8,141,5.4,150,36,75,7152
610,high,late rice,2008,25.8,30.3,22.5,2145.3,1315.3,235.6,538.9,1358.1,medium_maturity,Paddy soil,clay loam,38.3,15.4,123,5.1,150,36,75,6947
611,high,late rice,2007,26.4,31,23.1,2140.5,1330.5,234.7,558.5,1389,medium_maturity,Paddy soil,clay loam,41.1,18.3,102,5.6,150,36,75,7073
612,high,late rice,2008,26.2,30.6,22.9,2226.9,1376.9,236,547.8,1396.1,medium_maturity,Paddy soil,clay loam,32.9,15.4,127,5.4,150,36,75,7151
613,high,late rice,2008,26.4,30.9,23.1,2190.7,1360.7,231.4,547.8,1385.9,medium_maturity,Paddy soil,sandy loam,38.5,8.3,132,5.2,150,36,75,7301
614,high,late rice,2009,27.1,31.4,24,2654.7,1674.7,218.6,576.4,1530.6,medium_maturity,Paddy soil,clay loam,35.6,11.6,96,5.9,180,54,90,6954
615,high,late rice,2009,26.2,30.4,23.2,2538.5,1568.5,234.6,523.8,1415,medium_maturity,Paddy soil,loam,42.5,8.9,115,5.7,180,54,90,8450
616,high,late rice,2009,26,30.3,23.1,2524.4,1554.4,234.6,520.2,1404.1,medium_maturity,Paddy soil,loam,42.4,29.8,128,5.9,180,54,90,8664
617,high,late rice,2009,25.9,30.1,22.9,2586.2,1586.2,234.6,541.3,1445.6,medium_maturity,Paddy soil,loam,44.7,21.5,100,6.1,180,54,90,8855
618,high,late rice,2009,26.3,30.6,23.3,2656.6,1646.6,241.6,562.6,1502.1,medium_maturity,Paddy soil,loam,33,20.3,92,6.4,180,54,90,8240
619,high,late rice,2010,26.2,30.5,23.3,2491.5,1541.5,477,589.4,1523.7,medium_maturity,Paddy soil,sandy loam,44.4,8.3,81,6.6,180,54,90,7383
620,high,late rice,2006,25.6,30,22.1,2279.9,1389.9,247.7,575.5,1467.4,late_maturity,Paddy soil,sandy loam,35.2,24.3,150,6,150,36,75,7791
621,high,late rice,2006,25.4,30,22.2,2366.7,1436.7,238.6,488.2,1326.4,medium_maturity,Paddy soil,clay loam,25,9.5,87,6.3,150,36,75,7695
622,high,late rice,2006,25.7,30.3,22.4,2386,1456,236.7,512,1369.9,medium_maturity,Paddy soil,clay loam,19.2,6.4,93,6.8,150,36,75,6870
623,high,late rice,2006,25.4,29.9,22.2,2408.6,1458.6,254.9,488.2,1335.9,medium_maturity,Paddy soil,clay loam,23.5,6.9,101,7,150,36,75,8190
624,high,late rice,2010,26.2,30.4,23.3,2536.6,1566.6,350.6,580.8,1519.8,late_maturity,Paddy soil,sandy loam,32.9,25.1,178,7.7,180,45,90,7328
625,low,late rice,2006,26.3,30.8,22.9,2075.3,1285.3,144.4,415,1173.3,medium_maturity,Paddy soil,clay loam,29.8,25.6,35,5.2,150,36,75,5250
626,low,late rice,2006,26.9,31.3,23.6,2202.9,1382.9,307.6,437.5,1245.2,medium_maturity,Paddy soil,silty clay loam,32.8,20.8,47,5.6,150,36,75,6500
627,low,late rice,2006,25.9,30.4,22.6,2358.8,1448.8,206.2,474.7,1337.1,medium_maturity,Paddy soil,silty clay loam,41,6.8,45,5.5,150,36,75,6650
628,low,late rice,2006,26.5,31,23.1,2117.4,1317.4,144.4,432,1210.6,medium_maturity,Paddy soil,clay loam,38.1,19.9,49,5.2,150,36,75,6603
629,low,late rice,2010,24.5,28.7,21.7,2306.6,1367.3,425.6,543.2,1413.2,late_maturity,Paddy soil,clay loam,35.7,13.5,55,5.6,165,75,75,7968
630,low,late rice,2007,25.1,30.3,21.5,2436.5,1466.5,307.4,451.2,1321.3,medium_maturity,Paddy soil,loam,42.9,7,54,5.7,180,54,90,7698
631,low,late rice,2007,24.9,30.2,21.3,2393.4,1433.4,307.4,446.5,1303.6,medium_maturity,Paddy soil,sandy loam,41.9,4.9,77,5.4,180,54,90,7616
632,low,late rice,2009,24.5,29.9,20.6,2129.1,1259.1,167.1,506.9,1308.7,early_maturity,Paddy soil,clay loam,37.5,3.7,58,5,180,54,90,7131
633,low,late rice,2008,25.7,30.9,21.7,2389.5,1459.5,157.9,584.2,1493.7,medium_maturity,Paddy soil,sandy loam,39.5,17.1,67,6.1,135,68,72,7152
634,low,late rice,2009,24.2,29.7,20.4,2108,1238,175.1,496.5,1285.3,early_maturity,Paddy soil,sandy loam,41.8,3.9,46,4.9,180,54,90,7472
635,high,late rice,2009,24.3,29.7,20.5,2117.3,1247.3,175.1,500.4,1295.8,early_maturity,Paddy soil,sandy loam,70.3,5.8,93,6.3,180,54,90,7737
636,low,late rice,2006,24.9,30.1,21.3,2314.5,1384.5,237.5,501.3,1363.9,medium_maturity,Paddy soil,clay loam,73,5.5,70,5.6,150,36,75,6903
637,high,late rice,2009,25.8,31.2,21.6,1932.1,1182.1,130.6,403,1110.1,medium_maturity,Paddy soil,silty clay loam,44.1,7.3,109,5.6,150,36,75,8198
638,high,late rice,2009,24,29.3,19.9,2183.1,1273.1,143.8,452,1237,medium_maturity,Paddy soil,clay,56.3,6.3,146,5.3,150,36,75,8034
639,high,late rice,2010,27.1,32.4,23.4,2223,1403,227.8,459.9,1287.4,medium_maturity,Paddy soil,sandy loam,24.2,12.6,156,5.2,150,36,75,7785
640,high,late rice,2009,26.4,31.4,22.5,2479.3,1539.3,273.5,573.4,1501.6,late_maturity,Paddy soil,clay loam,32.9,16.7,87,5.9,150,36,75,7389
641,low,late rice,2009,25.9,30.8,22.2,2437,1497,301.5,538.9,1438,late_maturity,Paddy soil,clay loam,18.7,13.2,54,5.9,150,36,75,7289
642,high,late rice,2006,26,31.1,22.3,2338.7,1438.7,240.8,570.4,1484.8,medium_maturity,Paddy soil,clay loam,39.6,12.8,86,6.9,150,36,75,7070
643,high,late rice,2007,26.4,31.5,22.6,2400.1,1490.1,351.2,568.2,1492.7,medium_maturity,Paddy soil,silty clay loam,40.6,19.5,82,5.2,150,36,75,6719
644,low,late rice,2008,26.3,31.4,22.6,2265.1,1405.1,155.6,477.5,1307.8,late_maturity,Paddy soil,silty clay loam,34.3,5.6,64,5.3,150,36,75,7245
645,high,late rice,2006,25.9,31.1,22.2,2307.4,1417.4,172.8,575.7,1482.8,medium_maturity,Paddy soil,loam,42.2,16.8,110,6.8,150,36,75,7389
646,high,late rice,2007,26.3,31.4,22.5,2389.7,1479.7,350.9,568.5,1490.5,medium_maturity,Paddy soil,loam,48.1,14.2,106,5.3,150,36,75,6807
647,low,late rice,2007,26,31.2,22.5,2732,1682,454.2,589.3,1591.2,late_maturity,Paddy soil,clay,43.3,6.1,66,7.3,137,69,80,6315
648,low,late rice,2006,25.9,30.7,22.5,2257.4,1387.4,220.8,402.7,1185.3,medium_maturity,Paddy soil,silty clay loam,24.5,3.5,55,5.7,150,36,75,7386
649,low,late rice,2006,25.9,30.6,22.4,2275.2,1395.2,227.2,400.1,1183.8,medium_maturity,Paddy soil,silty clay loam,28,25,62,4.6,150,36,75,5757
650,high,late rice,2007,25.7,30.4,22.4,2335.7,1425.7,349.8,480.5,1316.5,medium_maturity,Paddy soil,silty clay loam,24.7,5.2,162,6.3,150,36,75,8399
651,low,late rice,2008,26.8,31.6,23.3,2489.9,1559.9,190.6,547.2,1448.1,late_maturity,Paddy soil,silty clay loam,28.8,28.3,76,5,150,36,75,7232
652,low,late rice,2010,29.7,34.6,26.3,2672.4,1772.4,291,604.5,1602.5,late_maturity,Paddy soil,clay,25.4,12.5,64,6.2,180,54,90,7098
653,high,late rice,2010,27.2,31.9,23.8,2634.6,1664.6,137.1,612,1600.9,late_maturity,Paddy soil,loam,30.4,15.3,101,4.7,150,36,75,9401
654,high,late rice,2007,26.5,31.2,22.8,2593.1,1613.1,409.7,596.1,1574.2,late_maturity,Paddy soil,clay loam,28.6,19.4,126,5.8,150,36,75,8250
655,high,late rice,2007,27.2,32,23.5,2583.1,1633.1,409.7,611.6,1592.7,late_maturity,Paddy soil,loam,29.2,12.1,109,5.9,150,36,75,9401
656,high,late rice,2007,26.4,31,22.7,2556.5,1586.5,394.1,597.2,1564.2,late_maturity,Paddy soil,clay loam,31.1,10.2,113,6.1,150,36,75,7551
657,high,late rice,2010,25.7,30.3,22.6,2496.1,1526.1,108.3,545.8,1462.4,late_maturity,Paddy soil,loam,29.7,9.6,96,4.8,150,36,75,8238
658,low,late rice,2008,26.8,31.6,23.4,2495.6,1565.6,218.8,543.7,1452.5,late_maturity,Paddy soil,sandy loam,24.1,7.1,43,5.6,165,36,108,7790
659,low,late rice,2010,26.7,31.2,23.3,2558.6,1598.6,196.1,550.3,1489.6,medium_maturity,Paddy soil,clay loam,47.6,7,64,7.3,150,36,75,5229
660,low,late rice,2008,26.6,31.4,23.2,2368.6,1478.6,216.4,510.3,1364.9,late_maturity,Paddy soil,clay loam,25.5,9.1,76,5.3,165,36,108,7533
661,high,late rice,2008,26.8,31.6,23.4,2519.4,1579.4,218.8,551.8,1468.9,late_maturity,Paddy soil,clay,41.3,5.3,96,6.7,165,36,108,7736
662,high,late rice,2007,26.2,30.6,23.1,2722.4,1682.4,276.4,567,1553.3,late_maturity,Paddy soil,sandy loam,32.7,12.3,125,5.6,150,36,75,7092
663,high,late rice,2007,26,30.3,22.8,2649,1629,216.7,558.6,1516.4,late_maturity,Paddy soil,clay loam,19.9,19.7,80,6.5,150,36,75,7686
664,high,late rice,2007,25.8,30.2,22.6,2732,1672,216.7,576.6,1565.1,late_maturity,Paddy soil,clay,26.8,13.3,116,6.8,150,36,75,7206
665,high,late rice,2008,26.5,31.6,23.1,2803.9,1743.9,358.3,664.7,1712.3,late_maturity,Paddy soil,silty clay loam,41.8,14.6,142,5,169,37,69,7950
666,high,late rice,2006,25,29.8,21.5,2526.8,1516.8,203.5,558,1482.8,late_maturity,Paddy soil,clay,44.8,7.9,107,5.4,121,54,44,6510
667,high,late rice,2006,25.2,29.9,21.7,2371.1,1431.1,164.3,522.4,1395,late_maturity,Paddy soil,clay,46,7.4,119,5.4,128,34,58,5880
668,high,late rice,2007,24.7,29.2,21.4,2442.1,1452.1,492.4,501.7,1380.1,late_maturity,Paddy soil,silty clay loam,53,17.3,83,6,132,24,67,6350
669,high,late rice,2009,25.7,30.5,22.3,2444.4,1494.4,242.1,563.5,1472.8,medium_maturity,Paddy soil,clay loam,31.6,10.2,175,8,150,54,75,8085
670,low,late rice,2009,23.5,28.4,20,2728,1591.5,281.7,666.3,1687.7,late_maturity,Paddy soil,clay,33.4,10.2,66,8,150,54,75,7251
671,low,late rice,2009,26.3,31.1,22.8,2604.4,1614.4,234.2,624.8,1612.6,early_maturity,Paddy soil,clay loam,38.9,4,76,6.8,150,36,75,6203
672,low,late rice,2008,25.4,30.1,21.9,2290.1,1390.1,256.3,547.5,1406.6,medium_maturity,Paddy soil,clay loam,31.6,10.6,46,6.1,150,36,75,5559
673,low,late rice,2010,24.4,28.8,21.2,2319.9,1370.8,260,544.3,1431.5,early_maturity,Paddy soil,loam,35.1,12.6,75,6.2,135,72,68,6270
674,low,late rice,2009,25.6,30.3,22.2,2352.6,1432.6,210.1,537,1408,early_maturity,Paddy soil,clay loam,63.4,3.9,67,6.6,150,36,75,7065
675,low,late rice,2007,26,30.9,22.6,2341.7,1441.7,240.7,568.5,1481.4,medium_maturity,Paddy soil,loam,45.4,12.3,73,5.2,150,36,75,6888
676,low,late rice,2008,25.7,30.3,22.2,2259.6,1379.6,256.3,544.7,1405.7,medium_maturity,Paddy soil,clay loam,41,9.5,76,6.4,150,36,75,6473
677,low,late rice,2009,27,31.8,23.4,2371.6,1491.6,199.8,582.5,1487.7,medium_maturity,Paddy soil,clay loam,31.9,6.6,61,6.3,150,36,75,6696
678,low,late rice,2007,25.3,30.1,22,2103.1,1273.1,238.6,482.7,1285.3,medium_maturity,Paddy soil,loam,44.3,13.2,58,6.7,150,36,75,6603
679,low,late rice,2010,24.7,29.5,21.3,2394.3,1424.3,277.7,615.2,1582,medium_maturity,Paddy soil,loam,37.4,5.6,36,5,150,36,74,7037
680,high,late rice,2009,25,30,21.3,2650.7,1590.7,340.3,653,1683.2,late_maturity,Paddy soil,sandy loam,32.2,4.4,86,5.2,150,36,75,8720
